record_id,dataset,role,pair_id,mechanism_family,ton_groundtruth_label,cross_dataset_mapping,conn_relative_path,groundtruth_relative_path,conn_line_index,groundtruth_line_index,exact_join_rule,key_sha256,ts,source_local_orig_node_id,source_local_resp_node_id,orig_p,resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,completed_record_lower_bound_epoch,explicit_log_emission_time_available,allowed_for_static_completed_connection_supervision,allowed_for_temporal_replay,allowed_for_Gotham_C1_fit,allowed_for_Gotham_threshold_selection,report_or_sealed,selection_allowed_within_aux_role_only
ckbt_1152aef9d6e6c7491fe8,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,77045,72445,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,a8533d38e758e7e408c68e95f5e62d4983619b62e302d7b942f36bdac47a495d,1556025099.184117,11,13,53041,5405,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1159b5b404d553013121,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,19644,13193,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0acc627fe898c468501e2602af8ac901c74f41d408f057e0108357e4fc93a7c4,1556022019.268809,9,13,43059,110,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_115e19b9727e4120ccfd,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,35464,33491,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,e5c6ea21e8e604b8c057bdf766146a39afe47b074c2757624fff269e12ed70ce,1556022880.420796,9,13,59086,901,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1163543fcb1cbb289a0a,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,5758,71,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f8b6d3efaf2478b0fb17589f4e9e5621901e719990d05ae143e52b5607fe42bf,1556021523.005019,10,2,38139,10621,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_116a09ae9b2e96c48980,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,33575,25995,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,b2e03ab52cbaeb3896cbba841b315e99648a50b4a5b30ebd3ab6c52c10a26da1,1556022781.134899,11,4,53921,1213,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_116b35b46e050c6fbe6c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,22445,15869,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,e8fe709b3fcb540088d08271b96d890396f2fe9889e85e627bd4f447eda783a4,1556022207.406191,11,8,53931,179,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_116c5d111f2fcf1fc4c3,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,390,27981,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,08cb9ad7beb1a474a77878f70d047d0acc9c6a1e065bbd50d55f9d20b5596a87,1556021422.179530,9,1,42908,44442,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_116c8aef4f19b439b82c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,70487,66132,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,9a2af827208c2004aeaa0fb8cd56c89ecda21084f8377a9c1407c7366dc5bdf1,1556024750.082234,11,5,53033,8193,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_116f25dd45cef6374c50,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,70137,65749,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,77937b13f0ed87400cd41cb7bcedc60ec21a6168e97c6303f6484626182059e6,1556024742.418314,10,13,58557,13,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11801d79b4b854eb8417,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,25354,18170,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f0f0c757268989ac3b44d8b5912d920b90da8f76fc151a1ef852f354d9212bbc,1556022344.413408,9,5,50567,6580,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11b3aa3bc4b61dba47c3,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,74257,69807,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,13b287c797da219452ed7fd79da22a5d686527984113cc23bfb53b65330cc2ef,1556024896.168268,11,7,53032,8192,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11c462f364c5e602a47a,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,43022,40733,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,a06a1c361ac043b444679b59fb61bad74e3f37de2de79b15d661b897c8693f99,1556023241.352199,10,8,58547,1151,tcp,-,0.579789,0,0,REJ,Sr,1,44,1,40,1556023241.931988,False,True,False,False,False,False,True
ckbt_11c5e4933d589a0df4da,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,7039,1327,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,8a4d60078162d8ac1a918a7d8b0fdd1b6b69070bdb50d4e120be46d1d30ca542,1556021545.386133,11,13,53042,52869,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11d23b4892001ba7c8e6,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,16051,10060,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,fffe13ab4ca380fceca53d34655e6511c534f7b0582d7f97d889ae785154b1a7,1556021858.267558,9,13,49500,1259,tcp,-,0.221825,0,0,REJ,Sr,1,44,1,40,1556021858.489383,False,True,False,False,False,False,True
ckbt_11e278427777ac3c78d5,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,75293,70775,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f9fe92d2a0b274f847fb662cb9b93608f10bff44458bcf59ca56babb4bb37abb,1556024957.077443,9,13,50575,1935,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11e3b77994753491618a,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,71148,66723,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,c59f1dc31da98668b73066c4247b9770b094bdceeafb2144d330d81e334cbf09,1556024764.189788,9,5,44919,60443,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11ebbe5255dfb9164891,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,50115,47296,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f0dc56d64b9543f8033f62f1adba271df5726d98d42c5abacf58e69229f04703,1556023550.169674,11,2,61179,6969,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11ec197a45da5ad1ae7f,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,48786,46052,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,511aa31a401e745c7cba5ebae93e1156cb312dc540313caf1a6421f80cc97cf1,1556023491.299103,9,8,50567,7999,tcp,-,0.599639,0,0,REJ,Sr,1,44,1,40,1556023491.898742,False,True,False,False,False,False,True
ckbt_11f021bf47cbff56bb96,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,41057,38773,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,5523affdf2a673ec63a574e976bbf6501a9a259c194c1e0b79e1d51970291160,1556023151.025493,9,8,50567,5862,tcp,-,0.570020,0,0,REJ,Sr,1,44,1,40,1556023151.595513,False,True,False,False,False,False,True
ckbt_11f4ee2dc651bebd368c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,68708,64376,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,3da8718645e460bc1e61b675ad8388564f2389993230951d570fd6ad036f8eef,1556024660.346162,11,13,61177,5730,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_11fc3bbbc272d2894355,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,76442,71827,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,00553af055c530ec03559be2a4e500674c20e62577b13f26a5782c58b7cea048,1556025038.318152,9,0,47281,53,udp,dns,0.054673,84,424,SF,Dd,2,140,2,480,1556025038.372825,False,True,False,False,False,False,True
ckbt_120ac8eb9f0646a4f4c4,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,2512,30114,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,e0ae545450da9bbc642ee5d6c069cff4038f2c7a166a779351d13d3889ff5867,1556021461.202246,11,12,53921,34573,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_120c447bb3e349c98a09,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,72971,68555,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,0728363f09d103ac9b7d8c63ca5ca9a55dbbaf784fab28a1530be93cca315ba8,1556024832.198622,11,7,53038,1061,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_120d3c85f83be1a0a672,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,24633,17514,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,002b24a690cd40bcbe3ba636bec956ff2d1b68e96e449af00d16c55ccb004e55,1556022325.109741,11,13,54773,9101,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_120d5f98f033699298c4,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,30978,23433,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,ff40e7377610b5a4428101cf0e5f2f7fc58e411132b227b21680e198732c0997,1556022659.007004,9,13,49505,1761,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_120f060fb1ae42c430f3,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,59825,56368,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,12beb957457f6ab887ab2886e338c3b92cbef3485bb302454c38e38d2daaea8f,1556024113.308710,9,13,45845,1500,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1214aa59a55556ead332,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,48272,45577,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,795ce3bfe9ccce44d5ebb847a911ddc90accb82c9b3180737028e4db9803bb11,1556023467.180515,11,1,53032,6003,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1215287e0c955a198835,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,29626,22180,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,ccbaf5a106832d04f7492ce072d9902e808dd2081d29dae8fb9caef04f67ba82,1556022572.171071,11,2,53922,33899,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_121bae4da114f77e68ca,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,27725,20450,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,48c9b087f4220eb8c4b797729bcb12a2608d0feb947eda7604d4ac0129f2b195,1556022452.444182,11,2,35544,25,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1226adc690cfad72acdf,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,22476,15888,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,59d91791e974d374957ab90c64f26847d907d571f2ca319592ebd5f0c7b046c2,1556022209.179255,10,5,58596,9929,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1232a75a7e19e25013e2,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,46606,43977,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,6a44df32a67c3678cacb7c541a54292452dedced848bca1866d6ddd94caa33e5,1556023389.056049,9,13,43108,110,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_123b888e8a5afff3e1cc,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,13245,7440,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f24d722d6b352e08ba879c8090b8e2b0c5a64200064a0ff0271bd7559efa045a,1556021754.201560,11,13,61176,9485,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_123f41406901a212d431,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,43763,41420,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,933f280c77a785801db61da2aad962a8732da98c15a4b9bcd882be7789773d3b,1556023270.045651,9,13,43101,110,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_12447ea5ccdc10265dd8,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,73850,69422,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,d93b95ba6ff0cc9414b052c9cb4bb5b029c91a2bb31ff52c039ea0af669762a8,1556024876.313540,11,13,54776,903,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1246d55d060c65098474,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,56895,53652,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,27f2262d91eb336cb61b353e27c08b1ab9659a7286aed88494aa36e8553c5a66,1556023921.406342,11,2,53921,544,tcp,-,0.042555,0,0,REJ,Sr,1,44,1,40,1556023921.448897,False,True,False,False,False,False,True
ckbt_1246f7436a91aa557ffb,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,67345,63054,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,dfb7ca5bcda3fa50fbf83a00ad7ee3764708b02f7c257cf8fec3fe83b35b622f,1556024568.222702,11,13,61181,32776,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_124a148a1d9f472bca5f,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,11370,5580,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,9141d5f28cb59f4c02b6138615019a001118d1916078bba8490ea61842429209,1556021691.112847,9,13,49510,5915,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1258aea791f2045ae405,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,55572,52366,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f9e81f07c61545cc0f1b31bd7c6c34bab997f4259614bdeb9373290db16c59df,1556023842.163900,11,13,54772,5910,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_1261fd257322af355c0c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,19811,13370,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,b8e4e0ae7cf588801c1f176cd96e7c29c9c3f31efe97923c4f1efd836e1fa56e,1556022030.496508,11,13,61180,9929,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_126eb06333dbe5416d31,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,2525,30126,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,acfbda55b954c6c06a67b2711b889fb7ab63003b4124aa9592c20c7b1e3ce150,1556021461.377943,11,4,53922,2718,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_12749442886b53f9d3b8,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,40535,38263,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,9f78e8ae37405418462d20d3675527870a8381668e11c5aeeb7b2569801e94f9,1556023128.167880,9,2,63122,9503,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_128ee6f51c3e4531117c,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,38815,36589,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f70ecfcf5546d3fc48f07cf4b0ce7d36495d9f029932422ee9d39b57978ad6a4,1556023037.150126,9,12,49024,5200,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
ckbt_12985429acc38162c1d7,ToN-IoT_raw_network_Bro,aux_process_fit,scanning_fit_capture_1,reconnaissance_scan,scanning,mechanism_family_only_not_exact_Gotham_label_equivalence,Network_dataset_Bro/normal_attack_Bro/normal_scanning/normal_scanning_1/conn.log,SecurityEvents_Network_datasets/GroundTruth_Network_1.csv,24279,17183,floor(conn.ts)==gt.ts_and_direct_5tuple_proto_unique_both_sides,f50fa310c5d20f707a7fd07d6482dea2704b13536d2f71d448f1b9f3dd3925a2,1556022302.473564,11,13,54776,28201,tcp,-,-,-,-,S0,S,1,44,0,0,,False,True,False,False,False,False,True
