csv_file_id,csv_archive_path,file_name,file_size,inferred_device,inferred_protocol_from_filename,observed_protocol_from_frame_protocols,pcap_counterpart_candidate,pcap_pairing_confidence,pcap_pairing_candidate_count,total_rows_estimated_or_exact,row_count_status,columns_count,has_label,has_frame_time,has_frame_number,has_frame_protocols,has_ip_src,has_ip_dst,label_values,benign_rows,attack_rows,unknown_label_rows,attack_type_values,attack_type_counts,first_timestamp,last_timestamp,duration_seconds,timestamp_parse_status,timestamp_parse_successes,timestamp_parse_failures,timestamp_monotonic_violations,label_transition_count,benign_prefix_then_attack_suffix_flag,mixed_label_flag,all_benign_flag,all_attack_flag,unknown_label_flag,sampled_rows_kept,parse_status,partial_reason,notes
53,processed/iotsim-combined-cycle-tls-2.csv,iotsim-combined-cycle-tls-2.csv,339851,combined-cycle-tls,tls,coap,raw/benign/iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0.pcap,medium_filename_path_match,1,1944,exact,23,True,True,False,True,True,True,Benign,1944,0,0,,{},,,,missing_or_unparsed,0,1944,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
54,processed/iotsim-predictive-maintenance-10.csv,iotsim-predictive-maintenance-10.csv,2840522,predictive-maintenance,,mqtt,raw/benign/iotsim-predictive-maintenance-10_0-0_to_OpenvSwitch-19_10-0.pcap,medium_filename_path_match,1,13720,exact,23,True,True,False,True,True,True,Benign,13720,0,0,,{},,,,missing_or_unparsed,0,13720,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
55,processed/iotsim-hydraulic-system-4.csv,iotsim-hydraulic-system-4.csv,527288,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-4_0-0_to_OpenvSwitch-15_4-0.pcap,medium_filename_path_match,1,2511,exact,23,True,True,False,True,True,True,Benign,2511,0,0,,{},,,,missing_or_unparsed,0,2511,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
56,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7.csv,4960694,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-7_0-0_to_OpenvSwitch-18_7-0.pcap,medium_filename_path_match,1,22475,exact,23,True,True,False,True,True,True,Benign,22475,0,0,,{},,,,missing_or_unparsed,0,22475,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
57,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6.csv,4959145,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-6_0-0_to_OpenvSwitch-18_6-0.pcap,medium_filename_path_match,1,22468,exact,23,True,True,False,True,True,True,Benign,22468,0,0,,{},,,,missing_or_unparsed,0,22468,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
58,processed/iotsim-hydraulic-system-5.csv,iotsim-hydraulic-system-5.csv,525542,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-5_0-0_to_OpenvSwitch-15_5-0.pcap,medium_filename_path_match,1,2503,exact,23,True,True,False,True,True,True,Benign,2503,0,0,,{},,,,missing_or_unparsed,0,2503,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
59,processed/iotsim-predictive-maintenance-11.csv,iotsim-predictive-maintenance-11.csv,4622872,predictive-maintenance,,tls,raw/benign/iotsim-predictive-maintenance-11_0-0_to_OpenvSwitch-21_1-0.pcap,medium_filename_path_match,1,22001,exact,23,True,True,False,True,True,True,Benign,22001,0,0,,{},,,,missing_or_unparsed,0,22001,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
60,processed/iotsim-combined-cycle-tls-3.csv,iotsim-combined-cycle-tls-3.csv,339851,combined-cycle-tls,tls,coap,raw/benign/iotsim-combined-cycle-tls-3_0-0_to_OpenvSwitch-14_3-0.pcap,medium_filename_path_match,1,1944,exact,23,True,True,False,True,True,True,Benign,1944,0,0,,{},,,,missing_or_unparsed,0,1944,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
61,processed/iotsim-combined-cycle-tls-1.csv,iotsim-combined-cycle-tls-1.csv,339851,combined-cycle-tls,tls,coap,raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap,medium_filename_path_match,1,1944,exact,23,True,True,False,True,True,True,Benign,1944,0,0,,{},,,,missing_or_unparsed,0,1944,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
62,processed/iotsim-predictive-maintenance-13.csv,iotsim-predictive-maintenance-13.csv,4624914,predictive-maintenance,,tls,raw/benign/iotsim-predictive-maintenance-13_0-0_to_OpenvSwitch-21_3-0.pcap,medium_filename_path_match,1,22011,exact,23,True,True,False,True,True,True,Benign,22011,0,0,,{},,,,missing_or_unparsed,0,22011,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
63,processed/iotsim-hydraulic-system-7.csv,iotsim-hydraulic-system-7.csv,525085,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-7_0-0_to_OpenvSwitch-15_7-0.pcap,medium_filename_path_match,1,2501,exact,23,True,True,False,True,True,True,Benign,2501,0,0,,{},,,,missing_or_unparsed,0,2501,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
64,processed/iotsim-cooler-motor-4.csv,iotsim-cooler-motor-4.csv,4961380,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-4_0-0_to_OpenvSwitch-18_4-0.pcap,medium_filename_path_match,1,22478,exact,23,True,True,False,True,True,True,Benign,22478,0,0,,{},,,,missing_or_unparsed,0,22478,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
65,processed/iotsim-cooler-motor-5.csv,iotsim-cooler-motor-5.csv,4959806,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-5_0-0_to_OpenvSwitch-18_5-0.pcap,medium_filename_path_match,1,22471,exact,23,True,True,False,True,True,True,Benign,22471,0,0,,{},,,,missing_or_unparsed,0,22471,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
66,processed/iotsim-hydraulic-system-6.csv,iotsim-hydraulic-system-6.csv,525352,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-6_0-0_to_OpenvSwitch-15_6-0.pcap,medium_filename_path_match,1,2502,exact,23,True,True,False,True,True,True,Benign,2502,0,0,,{},,,,missing_or_unparsed,0,2502,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
67,processed/iotsim-predictive-maintenance-12.csv,iotsim-predictive-maintenance-12.csv,4626184,predictive-maintenance,,tls,raw/benign/iotsim-predictive-maintenance-12_0-0_to_OpenvSwitch-21_2-0.pcap,medium_filename_path_match,1,22016,exact,23,True,True,False,True,True,True,Benign,22016,0,0,,{},,,,missing_or_unparsed,0,22016,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
68,processed/iotsim-combined-cycle-tls-4.csv,iotsim-combined-cycle-tls-4.csv,339851,combined-cycle-tls,tls,coap,raw/benign/iotsim-combined-cycle-tls-4_0-0_to_OpenvSwitch-14_4-0.pcap,medium_filename_path_match,1,1944,exact,23,True,True,False,True,True,True,Benign,1944,0,0,,{},,,,missing_or_unparsed,0,1944,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
69,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2.csv,525058,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-2_0-0_to_OpenvSwitch-15_2-0.pcap,medium_filename_path_match,1,2501,exact,23,True,True,False,True,True,True,Benign,2501,0,0,,{},,,,missing_or_unparsed,0,2501,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
70,processed/iotsim-cooler-motor-1.csv,iotsim-cooler-motor-1.csv,34500276,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-13_0-0_to_OpenvSwitch-20_3-0.pcap,medium_filename_path_match,7,157310,exact,23,True,True,False,True,True,True,Benign,157310,0,0,,{},,,,missing_or_unparsed,0,157310,0,0,False,False,True,False,False,105,ok,,streamed_from_zip_no_full_extract
71,processed/iotsim-hydraulic-system-3.csv,iotsim-hydraulic-system-3.csv,524649,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-3_0-0_to_OpenvSwitch-15_3-0.pcap,medium_filename_path_match,1,2499,exact,23,True,True,False,True,True,True,Benign,2499,0,0,,{},,,,missing_or_unparsed,0,2499,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
72,processed/iotsim-combined-cycle-tls-5.csv,iotsim-combined-cycle-tls-5.csv,339851,combined-cycle-tls,tls,coap,raw/benign/iotsim-combined-cycle-tls-5_0-0_to_OpenvSwitch-14_5-0.pcap,medium_filename_path_match,1,1944,exact,23,True,True,False,True,True,True,Benign,1944,0,0,,{},,,,missing_or_unparsed,0,1944,0,0,False,False,True,False,False,101,ok,,streamed_from_zip_no_full_extract
73,processed/iotsim-hydraulic-system-1.csv,iotsim-hydraulic-system-1.csv,3645829,hydraulic-system,,mqtt,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,medium_filename_path_match,7,17432,exact,23,True,True,False,True,True,True,Benign,17432,0,0,,{},,,,missing_or_unparsed,0,17432,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
74,processed/iotsim-predictive-maintenance-15.csv,iotsim-predictive-maintenance-15.csv,4627064,predictive-maintenance,,tls,raw/benign/iotsim-predictive-maintenance-15_0-0_to_OpenvSwitch-21_5-0.pcap,medium_filename_path_match,1,22021,exact,23,True,True,False,True,True,True,Benign,22021,0,0,,{},,,,missing_or_unparsed,0,22021,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
75,processed/iotsim-cooler-motor-2.csv,iotsim-cooler-motor-2.csv,4959145,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-2_0-0_to_OpenvSwitch-18_2-0.pcap,medium_filename_path_match,1,22468,exact,23,True,True,False,True,True,True,Benign,22468,0,0,,{},,,,missing_or_unparsed,0,22468,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
76,processed/iotsim-cooler-motor-3.csv,iotsim-cooler-motor-3.csv,4961380,cooler-motor,,mqtt,raw/benign/iotsim-cooler-motor-3_0-0_to_OpenvSwitch-18_3-0.pcap,medium_filename_path_match,1,22478,exact,23,True,True,False,True,True,True,Benign,22478,0,0,,{},,,,missing_or_unparsed,0,22478,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
77,processed/iotsim-predictive-maintenance-14.csv,iotsim-predictive-maintenance-14.csv,4621970,predictive-maintenance,,tls,raw/benign/iotsim-predictive-maintenance-14_0-0_to_OpenvSwitch-21_4-0.pcap,medium_filename_path_match,1,21997,exact,23,True,True,False,True,True,True,Benign,21997,0,0,,{},,,,missing_or_unparsed,0,21997,0,0,False,False,True,False,False,103,ok,,streamed_from_zip_no_full_extract
78,processed/iotsim-city-power-1.csv,iotsim-city-power-1.csv,314386978,city-power,,coap,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_filename_path_match,5,1516431,exact,23,True,True,False,True,True,True,Benign|Ingress Tool Transfer|Merlin ICMP Flooding|Merlin TCP Flooding|Merlin UDP Flooding|Mirai GRE Flooding|Mirai TCP Flooding|Mirai UDP Flooding|TCP Scan|Telnet Brute Force|Unknown,2320,1513259,852,Ingress Tool Transfer|Merlin ICMP Flooding|Merlin TCP Flooding|Merlin UDP Flooding|Mirai GRE Flooding|Mirai TCP Flooding|Mirai UDP Flooding|TCP Scan|Telnet Brute Force,"{""Ingress Tool Transfer"": 105, ""Merlin ICMP Flooding"": 9573, ""Merlin TCP Flooding"": 20000, ""Merlin UDP Flooding"": 5000, ""Mirai GRE Flooding"": 375303, ""Mirai TCP Flooding"": 589373, ""Mirai UDP Flooding"": 466303, ""TCP Scan"": 21998, ""Telnet Brute Force"": 25604}",,,,missing_or_unparsed,0,1516431,0,82,True,True,False,False,True,756,ok,,streamed_from_zip_no_full_extract
