global_manifest_row_id,csv_file_id,csv_archive_path,row_index_within_file,frame.time,parsed_timestamp,label,binary_label,attack_type,inferred_device,inferred_protocol,frame.protocols,ip.src,ip.dst,time_bucket,row_order_bucket,is_transition_nearby,pcap_counterpart_candidate,split_eligibility_hint
1551,13,processed/iotsim-ip-camera-museum-1.csv,1877669,"Jan 18, 2025 21:29:37.090607000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1552,13,processed/iotsim-ip-camera-museum-1.csv,1877670,"Jan 18, 2025 21:29:37.090620000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1553,13,processed/iotsim-ip-camera-museum-1.csv,1877671,"Jan 18, 2025 21:29:37.090636000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1554,13,processed/iotsim-ip-camera-museum-1.csv,1877672,"Jan 18, 2025 21:29:37.090646000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1555,13,processed/iotsim-ip-camera-museum-1.csv,1877673,"Jan 18, 2025 21:29:37.090656000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1556,13,processed/iotsim-ip-camera-museum-1.csv,1877674,"Jan 18, 2025 21:29:37.090669000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1557,13,processed/iotsim-ip-camera-museum-1.csv,1877685,"Jan 18, 2025 21:29:37.114579000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1558,13,processed/iotsim-ip-camera-museum-1.csv,1877686,"Jan 18, 2025 21:29:37.117584000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1559,13,processed/iotsim-ip-camera-museum-1.csv,1877687,"Jan 18, 2025 21:29:37.117610000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1560,13,processed/iotsim-ip-camera-museum-1.csv,1877688,"Jan 18, 2025 21:29:37.131028000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1561,13,processed/iotsim-ip-camera-museum-1.csv,1877689,"Jan 18, 2025 21:29:37.131054000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1562,13,processed/iotsim-ip-camera-museum-1.csv,1877690,"Jan 18, 2025 21:29:37.131076000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1563,13,processed/iotsim-ip-camera-museum-1.csv,1877691,"Jan 18, 2025 21:29:37.133452000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1564,13,processed/iotsim-ip-camera-museum-1.csv,1877692,"Jan 18, 2025 21:29:37.133482000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1565,13,processed/iotsim-ip-camera-museum-1.csv,1877693,"Jan 18, 2025 21:29:37.133490000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1566,13,processed/iotsim-ip-camera-museum-1.csv,1877694,"Jan 18, 2025 21:29:37.133495000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1567,13,processed/iotsim-ip-camera-museum-1.csv,1877695,"Jan 18, 2025 21:29:37.133508000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1568,13,processed/iotsim-ip-camera-museum-1.csv,1877696,"Jan 18, 2025 21:29:37.133518000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1569,13,processed/iotsim-ip-camera-museum-1.csv,1877697,"Jan 18, 2025 21:29:37.133622000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1570,13,processed/iotsim-ip-camera-museum-1.csv,1877698,"Jan 18, 2025 21:29:37.133724000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1571,13,processed/iotsim-ip-camera-museum-1.csv,1877700,"Jan 18, 2025 21:29:37.171374000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1572,13,processed/iotsim-ip-camera-museum-1.csv,1877701,"Jan 18, 2025 21:29:37.171399000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1573,13,processed/iotsim-ip-camera-museum-1.csv,1877702,"Jan 18, 2025 21:29:37.179369000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1574,13,processed/iotsim-ip-camera-museum-1.csv,1877703,"Jan 18, 2025 21:29:37.179399000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1575,13,processed/iotsim-ip-camera-museum-1.csv,1877704,"Jan 18, 2025 21:29:37.179411000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1576,13,processed/iotsim-ip-camera-museum-1.csv,1877705,"Jan 18, 2025 21:29:37.211727000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1577,13,processed/iotsim-ip-camera-museum-1.csv,1877706,"Jan 18, 2025 21:29:37.211761000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1578,13,processed/iotsim-ip-camera-museum-1.csv,1877707,"Jan 18, 2025 21:29:37.252085000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1579,13,processed/iotsim-ip-camera-museum-1.csv,1877708,"Jan 18, 2025 21:29:37.252132000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1580,13,processed/iotsim-ip-camera-museum-1.csv,1877709,"Jan 18, 2025 21:29:37.252150000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1581,13,processed/iotsim-ip-camera-museum-1.csv,1877710,"Jan 18, 2025 21:29:37.252167000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1582,13,processed/iotsim-ip-camera-museum-1.csv,1877711,"Jan 18, 2025 21:29:37.252191000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1583,13,processed/iotsim-ip-camera-museum-1.csv,1877712,"Jan 18, 2025 21:29:37.252209000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1584,13,processed/iotsim-ip-camera-museum-1.csv,1878100,"Jan 18, 2025 21:29:39.283733000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1585,13,processed/iotsim-ip-camera-museum-1.csv,1878101,"Jan 18, 2025 21:29:39.283796000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1586,13,processed/iotsim-ip-camera-museum-1.csv,1878102,"Jan 18, 2025 21:29:39.292738000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1587,13,processed/iotsim-ip-camera-museum-1.csv,1878103,"Jan 18, 2025 21:29:39.292791000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1588,13,processed/iotsim-ip-camera-museum-1.csv,1878104,"Jan 18, 2025 21:29:39.292807000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1589,13,processed/iotsim-ip-camera-museum-1.csv,1878105,"Jan 18, 2025 21:29:39.292832000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1590,13,processed/iotsim-ip-camera-museum-1.csv,1878106,"Jan 18, 2025 21:29:39.301068000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1591,13,processed/iotsim-ip-camera-museum-1.csv,1878107,"Jan 18, 2025 21:29:39.333091000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1592,13,processed/iotsim-ip-camera-museum-1.csv,1878108,"Jan 18, 2025 21:29:39.333128000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1593,13,processed/iotsim-ip-camera-museum-1.csv,1878109,"Jan 18, 2025 21:29:39.373439000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1594,13,processed/iotsim-ip-camera-museum-1.csv,1878110,"Jan 18, 2025 21:29:39.373478000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1595,13,processed/iotsim-ip-camera-museum-1.csv,1878111,"Jan 18, 2025 21:29:39.413902000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1596,13,processed/iotsim-ip-camera-museum-1.csv,1878112,"Jan 18, 2025 21:29:39.413949000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1597,13,processed/iotsim-ip-camera-museum-1.csv,1878113,"Jan 18, 2025 21:29:39.413982000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1598,13,processed/iotsim-ip-camera-museum-1.csv,1878114,"Jan 18, 2025 21:29:39.413998000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1599,13,processed/iotsim-ip-camera-museum-1.csv,1878199,"Jan 18, 2025 21:29:39.904728000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1600,13,processed/iotsim-ip-camera-museum-1.csv,1878200,"Jan 18, 2025 21:29:39.904757000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1601,13,processed/iotsim-ip-camera-museum-1.csv,1878201,"Jan 18, 2025 21:29:39.904770000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1602,13,processed/iotsim-ip-camera-museum-1.csv,1878202,"Jan 18, 2025 21:29:39.909166000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1603,13,processed/iotsim-ip-camera-museum-1.csv,1878203,"Jan 18, 2025 21:29:39.909201000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1604,13,processed/iotsim-ip-camera-museum-1.csv,1878204,"Jan 18, 2025 21:29:39.909211000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1605,13,processed/iotsim-ip-camera-museum-1.csv,1878205,"Jan 18, 2025 21:29:39.909217000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1606,13,processed/iotsim-ip-camera-museum-1.csv,1878206,"Jan 18, 2025 21:29:39.909238000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1607,13,processed/iotsim-ip-camera-museum-1.csv,1878211,"Jan 18, 2025 21:29:39.928917000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1608,13,processed/iotsim-ip-camera-museum-1.csv,1878212,"Jan 18, 2025 21:29:39.928942000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1609,13,processed/iotsim-ip-camera-museum-1.csv,1878213,"Jan 18, 2025 21:29:39.928968000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1610,13,processed/iotsim-ip-camera-museum-1.csv,1878214,"Jan 18, 2025 21:29:39.969281000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1611,13,processed/iotsim-ip-camera-museum-1.csv,1878215,"Jan 18, 2025 21:29:39.969324000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1612,13,processed/iotsim-ip-camera-museum-1.csv,1878216,"Jan 18, 2025 21:29:39.973765000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1613,13,processed/iotsim-ip-camera-museum-1.csv,1878217,"Jan 18, 2025 21:29:39.973794000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1614,13,processed/iotsim-ip-camera-museum-1.csv,1878218,"Jan 18, 2025 21:29:39.973807000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1615,13,processed/iotsim-ip-camera-museum-1.csv,1878219,"Jan 18, 2025 21:29:39.973820000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1616,13,processed/iotsim-ip-camera-museum-1.csv,1878220,"Jan 18, 2025 21:29:39.973854000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1617,13,processed/iotsim-ip-camera-museum-1.csv,1878221,"Jan 18, 2025 21:29:39.973871000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1618,13,processed/iotsim-ip-camera-museum-1.csv,1878222,"Jan 18, 2025 21:29:39.973881000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1619,13,processed/iotsim-ip-camera-museum-1.csv,1878223,"Jan 18, 2025 21:29:39.973890000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1620,13,processed/iotsim-ip-camera-museum-1.csv,1878235,"Jan 18, 2025 21:29:40.009667000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1621,13,processed/iotsim-ip-camera-museum-1.csv,1878236,"Jan 18, 2025 21:29:40.009726000 GMT",,Benign,benign,,ip-camera-museum,,eth:ethertype:ip:udp:data,192.168.17.15,192.168.1.2,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_benign
1622,13,processed/iotsim-ip-camera-museum-1.csv,1878237,"Jan 18, 2025 21:29:40.022357000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1623,13,processed/iotsim-ip-camera-museum-1.csv,1878238,"Jan 18, 2025 21:29:40.022381000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1624,13,processed/iotsim-ip-camera-museum-1.csv,1878239,"Jan 18, 2025 21:29:40.022389000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1625,13,processed/iotsim-ip-camera-museum-1.csv,1878240,"Jan 18, 2025 21:29:40.022396000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,,eth:ethertype:ip:tcp,192.168.0.100,192.168.17.15,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
1626,13,processed/iotsim-ip-camera-museum-1.csv,1878241,"Jan 18, 2025 21:29:40.022408000 GMT",,Telnet Brute Force,attack,Telnet Brute Force,ip-camera-museum,telnet,eth:ethertype:ip:tcp:telnet,192.168.17.15,192.168.0.100,,row_gt_1m,true,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,eligible_attack
