stratum,device,session_id,attack_family,terminal_uid,terminal_event_position,records_in_frozen_session,finite_terminal_embedding
fit_attack,password_normal1.pcap,7d6ddbf1883d788054e4bbe345de3851200c5a44caba5f3430e429286fd9b590,ToN-credential_bruteforce,ton:ckbt_12b449a013d5aee1c53f,1403690,1,True
fit_attack,password_normal1.pcap,7d7808bacf172f1d742c5127c6a9212c10981dc5af5ad560c66ce38dfd139bcb,ToN-credential_bruteforce,ton:ckbt_0f8c1b2f92ecc840426c,1279420,1,True
fit_attack,password_normal1.pcap,7da4764bd51034f413f21d9769ed0691a00b2875d20e5b9868eca9d8e9fd0afb,ToN-credential_bruteforce,ton:ckbt_42f4652d0b7795ecae7e,1003422,1,True
fit_attack,password_normal1.pcap,7da7e83a2d01733c2fba5f55c2271691119ca5c97d0d002d0118711660b18841,ToN-credential_bruteforce,ton:ckbt_2c93112b7cb457185ea7,371421,1,True
fit_attack,password_normal1.pcap,7db92a9918905d5741627a54c8dade45af33978f2ea7809ed77fc763e82a03dc,ToN-credential_bruteforce,ton:ckbt_12277347ef929ac5d2ae,351237,1,True
fit_attack,password_normal1.pcap,7dc1c1778af39e5ee584d5aad210f369127a8bf7c300e30497e2fbc1bb66e5c7,ToN-credential_bruteforce,ton:ckbt_53b161dedd980f1eceb9,1098117,1,True
fit_attack,password_normal1.pcap,7dce8d82653d10e4a919b95c2201e3dd99139fedd28f00753da6ef18b221a6ec,ToN-credential_bruteforce,ton:ckbt_2bee595db66c970f4517,71740,1,True
fit_attack,password_normal1.pcap,7dd669cc5786e1e71bc3f704aaabbd916acfa5b9a7b66181c4aca69fbce115ae,ToN-credential_bruteforce,ton:ckbt_16c022438106df1a1dce,1051051,2,True
fit_attack,password_normal1.pcap,7dd7288ad3a19b84c6548d851fbcf3b9d256c2cfbf57ffa2719f9b85cf5fb9d5,ToN-credential_bruteforce,ton:ckbt_139c4b04405b167e0010,1049373,1,True
fit_attack,password_normal1.pcap,7e0a7cb44df6158adb3949d64c2bb3ffe02d9c13a9025362a3a755ae914f3ee7,ToN-credential_bruteforce,ton:ckbt_3ab06c2fe3004c999bc1,1218499,1,True
fit_attack,password_normal1.pcap,7e753bb18af402a0b9ce959fb03e62c78c2136e9b67bb614e69f8b5429a5d575,ToN-credential_bruteforce,ton:ckbt_471a8574baf73ae06d86,1383648,1,True
fit_attack,password_normal1.pcap,7e7b5766970a539b230dbecdaa4eff2e067e22dca58d32b0e0e3089cc06fd7b7,ToN-credential_bruteforce,ton:ckbt_39dca851dabf50438ac2,757434,1,True
fit_attack,password_normal1.pcap,7eea8a0d710137e80e98044e0dcb6d562336b95e4af852e95aa6773528585f84,ToN-credential_bruteforce,ton:ckbt_49219464b81f6f151ee9,975739,1,True
fit_attack,password_normal1.pcap,7eecb60f0c813fc77b54e6e72adae43ef5327d7d5b08b40240289462c7a8d427,ToN-credential_bruteforce,ton:ckbt_55cd84e7c99f79ac19b5,348320,1,True
fit_attack,password_normal1.pcap,7effe2b5a7fd92d3276db50c77c912fadc552fe58d355100f3c1fc88e3e28573,ToN-credential_bruteforce,ton:ckbt_06912fd3d96ba04a9070,675111,1,True
fit_attack,password_normal1.pcap,7f0dff1ee4492e7880e98795bb3a6819d5aa30dcc0b23af211cd1398620e47c6,ToN-credential_bruteforce,ton:ckbt_0471f1d3c09fe0d3649e,1075097,1,True
fit_attack,password_normal1.pcap,7f6692a0f01b655c670b1020a9cdff4c77f85003522c92b14dc5613cc1e3985d,ToN-credential_bruteforce,ton:ckbt_55b92c7a97f92db6404a,1572657,2,True
fit_attack,password_normal1.pcap,7fbe16995a274c564a877104d00b88d447da90a16eac919d6d0d6b3b65361580,ToN-credential_bruteforce,ton:ckbt_278a741c22a9e74e3054,1023421,1,True
fit_attack,password_normal1.pcap,7fc5f0a9432bdff943817cfdee465b925d5c8a2d79299ca2ac469fb7dcde9563,ToN-credential_bruteforce,ton:ckbt_59e0e77747ce574f416c,1510283,1,True
fit_attack,password_normal1.pcap,7fd385c9aa4a77c489601705ae621ecdfc3514b67ce1e88bfc57123e3438492e,ToN-credential_bruteforce,ton:ckbt_32c4e11a7ece676ba1f5,761536,1,True
fit_attack,password_normal1.pcap,804db3b8dfa7c562773ea05748318ec8dbbe381902892aaef99b32a82a1eac15,ToN-credential_bruteforce,ton:ckbt_4afbf1f6627cedcb7a8a,64114,1,True
fit_attack,password_normal1.pcap,804e3b475969dfec593f0c7a71f3fac45cf6fc4c0c6cbdef6f55d31264c620d9,ToN-credential_bruteforce,ton:ckbt_245e49e5dcdbfe401bda,361789,1,True
fit_attack,password_normal1.pcap,80571d96d5fc50fc1d891d1830634b2b59c6e9f6c7a7386912b8fc79bfbdac8d,ToN-credential_bruteforce,ton:ckbt_57df74e1c550c4218e87,982764,1,True
fit_attack,password_normal1.pcap,805e8c6889ff0887c49ff115084fb60cc80233b94341dcdb0f00eede95a810d8,ToN-credential_bruteforce,ton:ckbt_43c33216a8ead03a4ff8,387347,1,True
fit_attack,password_normal1.pcap,807a5c9ec524b5393ecf3e1fa3b0af129691f9ca8706757b403efdd757c88699,ToN-credential_bruteforce,ton:ckbt_531ca267af87ae4daf33,498984,1,True
fit_attack,password_normal1.pcap,80cb1403c0b7119be9365eafec5e57871553bb14562e1042bce7280aa12c8fc4,ToN-credential_bruteforce,ton:ckbt_3409979a7aa505447a29,1343959,1,True
fit_attack,password_normal1.pcap,80d92c390fe43d593e8a571aecb36ea288223ea30b8debba116a8903cf28f6af,ToN-credential_bruteforce,ton:ckbt_35b8c714eb5f62f16066,1664324,1,True
fit_attack,password_normal1.pcap,80e634c37098d9670178453c355b1099a0286da1a412f5a8eb42f7eaac65f276,ToN-credential_bruteforce,ton:ckbt_410aae88e6fcd2ca840e,1687126,1,True
fit_attack,password_normal1.pcap,8101dac568fba903f457bd3a275430f5b02c024cad9e574f27187bb17a8d8d13,ToN-credential_bruteforce,ton:ckbt_3a03a192436dce0f1229,758901,1,True
fit_attack,password_normal1.pcap,8112c5ab9294de28ab9fa7a3ff40722cfbc6f6ec832e621c2388ba4a7866f28d,ToN-credential_bruteforce,ton:ckbt_311e5511a28ca9139df5,408097,1,True
fit_attack,password_normal1.pcap,81306aedaa542960fb0677cb0608c53f10456eacb97512562f48a05b99805a3b,ToN-credential_bruteforce,ton:ckbt_2d97ed104896f02938a4,223090,1,True
fit_attack,password_normal1.pcap,8142504c6aebc9924076440ab84bec43a689c0292ad64c15a3a54f3fe1de0487,ToN-credential_bruteforce,ton:ckbt_157ac00f47b122cbf904,362734,1,True
fit_attack,password_normal1.pcap,8145ec451bb13400e7c3b5937204b1b7261eca2f590dd4ad1bbe874b0cad2e8a,ToN-credential_bruteforce,ton:ckbt_0e849b363b5d46ac16b4,1481270,1,True
fit_attack,password_normal1.pcap,81667091014594bf7d79019e6cd2339a28265b645bcf31c9233355cf69be5588,ToN-credential_bruteforce,ton:ckbt_3d571c87b48d818e81f3,440180,1,True
fit_attack,password_normal1.pcap,81b571afd040d0583be28332704457b220c21f65b501dc55b77d307123351277,ToN-credential_bruteforce,ton:ckbt_295a1a1185e661788973,83703,1,True
fit_attack,password_normal1.pcap,81c6dd9c895af819cdefd07244eaef3b4f6b6939fc8b3ce8656b56b72ad33bf6,ToN-credential_bruteforce,ton:ckbt_427aa2fe1cb8385ac560,1103659,1,True
fit_attack,password_normal1.pcap,81ebf3e76c7866c5a6e21a04950deb034941dceeb79b1c5f79f257ebaeaed832,ToN-credential_bruteforce,ton:ckbt_24db54962c61c0f0e0d7,1110386,1,True
fit_attack,password_normal1.pcap,81f39e8f3462db23aa21a845345bef50362cf120be7cf87279e4822f04dd42b5,ToN-credential_bruteforce,ton:ckbt_446ad3ef3c3e28c05412,623175,1,True
fit_attack,password_normal1.pcap,81fbb1bd9a44941e83252117b7595293a8d042c5995a99ef4987470d9f6e336f,ToN-credential_bruteforce,ton:ckbt_0b1977ff84da3b1bbbd4,1179836,1,True
fit_attack,password_normal1.pcap,820c263c7b4573ba93e248d0ae2b9e31b0cd42c0d5b11e1d95fc81c248955b72,ToN-credential_bruteforce,ton:ckbt_485e53f0df36c8a5bb17,210881,1,True
fit_attack,password_normal1.pcap,821c15c58427064b47e5a3ffe5d82dc224d1895c77022a5167160eeb322d260a,ToN-credential_bruteforce,ton:ckbt_4d7480c2a8389c70c818,1594330,1,True
fit_attack,password_normal1.pcap,8226d19ac011de7e20e067501ddce3d11f616680b7491c47303eebae77ec7968,ToN-credential_bruteforce,ton:ckbt_2608bf9406d2ed1cd063,929410,1,True
fit_attack,password_normal1.pcap,824d1247ea362200b2e598ef64a5d8f2abb849c503d2db950168c820aff613d0,ToN-credential_bruteforce,ton:ckbt_0aba16b97e6324637181,1032643,1,True
fit_attack,password_normal1.pcap,8287242928cdfff6175467e5332b3dd710bfabd34e30ecaea189404b0775eaab,ToN-credential_bruteforce,ton:ckbt_048245b1c741457a68fa,1485432,1,True
fit_attack,password_normal1.pcap,8287cfebc2297ad02cd7e967a208480e096964bf076b032c61b352662ca23c52,ToN-credential_bruteforce,ton:ckbt_21f6b65ffb118749a71b,937281,1,True
fit_attack,password_normal1.pcap,82a5b858acaeb8c252da8b7d5660b9b00b864973d996e370c993f443636a3742,ToN-credential_bruteforce,ton:ckbt_33ce820bc9ce0afa560f,543809,1,True
fit_attack,password_normal1.pcap,82d83038a12789753b8c7470b5d6e689f45488573b723670fc525ec9fd1e9c1c,ToN-credential_bruteforce,ton:ckbt_2d59556bd68e7130b526,1088543,1,True
fit_attack,password_normal1.pcap,83209b2deadf40093d157ca580894e861433bc8a582cc983c6d45f9ab824c52a,ToN-credential_bruteforce,ton:ckbt_4925eed3ddcf97e93155,368495,1,True
fit_attack,password_normal1.pcap,8332fbba7f6fb3bff4940a6d0b51a9236f6295c7ad8ac5d56bb37550fb0ff1aa,ToN-credential_bruteforce,ton:ckbt_0d641bf6fc31b3f8d6a5,1308005,1,True
fit_attack,password_normal1.pcap,833b93dff586cb1bf763b2401b72dc2b0c8e1dd02108f0ced07fbbd9e4f0b142,ToN-credential_bruteforce,ton:ckbt_3480a0257d6d69e8fae4,682455,1,True
fit_attack,password_normal1.pcap,833e6cdab3571a88889341371c8ac60c0dfc84bdef666b4865f57c80a9e03e1a,ToN-credential_bruteforce,ton:ckbt_4af50d3cfd149a8973fa,1156373,1,True
fit_attack,password_normal1.pcap,83467124344afd8b331313c28dcb15a484586b8341807d000ece3f6ac4629fec,ToN-credential_bruteforce,ton:ckbt_381742c32cc25a9d47d2,282282,1,True
fit_attack,password_normal1.pcap,8361a5dd9d1fbf3637e560f650d2a61be60b542f1d7952cb46e8c4ca133c67a4,ToN-credential_bruteforce,ton:ckbt_30aaa0503ee3f407e2e8,113367,1,True
fit_attack,password_normal1.pcap,83b30d428322ceafbfcbd4284a91d938152b7ff645003324a3fde8688e7e6382,ToN-credential_bruteforce,ton:ckbt_006a3c4ae9c3396b26e2,644947,1,True
fit_attack,password_normal1.pcap,83ca71c9017aa81662c8207c2ebf3053e48724f0b80a78d8161b7a37eee7ccd7,ToN-credential_bruteforce,ton:ckbt_0c9836754c5aa45e0d8a,491586,1,True
fit_attack,password_normal1.pcap,83df74037e4371062820953aa286efd8d441a310a0a74cbce999e6fb77f4e84a,ToN-credential_bruteforce,ton:ckbt_36a43d02fbb3f3b52bc3,1408720,1,True
fit_attack,password_normal1.pcap,842356a6d1fe715f447a8bee91f8c529d877c866ef12f5c6b464963ab12a140b,ToN-credential_bruteforce,ton:ckbt_2f0f69667efb0458c490,1542973,1,True
fit_attack,password_normal1.pcap,84281f8bd8ab6a8066baaa202bba1e00e39c096bccda55051588b32bca390d70,ToN-credential_bruteforce,ton:ckbt_42ef37a140b72a747f8e,1017817,1,True
fit_attack,password_normal1.pcap,84455f731ad93d0bd96c982dffb15c45b4b68cf55d33f499c6b97a85c1ef02a6,ToN-credential_bruteforce,ton:ckbt_2432f33d6e2c82c133e4,68769,1,True
fit_attack,password_normal1.pcap,84d1ab99dbcdede29f917ea2c767c9eede8c3c58b8c5bce201bd599e0278429e,ToN-credential_bruteforce,ton:ckbt_3a46bfc8e1c7ae17194b,333870,1,True
fit_attack,password_normal1.pcap,84f9ca13f4b6cf41507d3f0ed58a9287cb76256cee8761832eaaf7e4d2d79b48,ToN-credential_bruteforce,ton:ckbt_1ebf93e21c50294fb5a2,355265,1,True
fit_attack,password_normal1.pcap,85047c1f3d3cb6b3df6e1b77443e0cbfc23bcf447531191ed8dfd2b565d6bf38,ToN-credential_bruteforce,ton:ckbt_2cc956cc7a6dd5108550,1160494,1,True
fit_attack,password_normal1.pcap,85136ca2ceadf56c9782e6351b5b3fb058a56823550f596c2f166d31899d08ab,ToN-credential_bruteforce,ton:ckbt_516f772a98e02d9d4e4c,62172,1,True
fit_attack,password_normal1.pcap,85623dff6928b3835f5f645b1e90e83f27997c99c62f4c307182746de8ec98dd,ToN-credential_bruteforce,ton:ckbt_40a2a706b148ededdfa3,286160,1,True
fit_attack,password_normal1.pcap,8577263bf506cc572ef3a46b3a60b6f8827c0b0f92afb558ca8fb942126dfb0b,ToN-credential_bruteforce,ton:ckbt_5b23bb76504021c50a98,935837,1,True
fit_attack,password_normal1.pcap,857f0dc9fb9cc3c445d51b2c3076777e17891263d657eb02a21764c50af6a602,ToN-credential_bruteforce,ton:ckbt_1cbf38b13752389ba0f2,941023,1,True
fit_attack,password_normal1.pcap,8581e5fca848e1f7483dd54f852e1051c6f677045f463c1b7b161f31598b47b1,ToN-credential_bruteforce,ton:ckbt_2421613c0bb24c4d4f7c,1136542,1,True
fit_attack,password_normal1.pcap,85bb781e28fddbd1d818e59994da1596cbf4af0c7fc3040683ce7e98408f85e7,ToN-credential_bruteforce,ton:ckbt_0793c8922594fe9af86c,751187,1,True
fit_attack,password_normal1.pcap,85d60cde7d060803f61a15b399f269d49d9b82ae4adc28bfa0a60176bb417f04,ToN-credential_bruteforce,ton:ckbt_58ac5b7eb7f706a8e572,360687,1,True
fit_attack,password_normal1.pcap,8603c40970fb7db4372933d561e7375d0b4828f039f354d301286c74da8f38a3,ToN-credential_bruteforce,ton:ckbt_1312a41a5377d6c973cb,70173,1,True
fit_attack,password_normal1.pcap,860b4c99016bc35cc86dcc2c2abd46f1e7dc8dc0591fc8af7488dd3345142300,ToN-credential_bruteforce,ton:ckbt_0b8d50fe8e344a906c53,1121121,1,True
fit_attack,password_normal1.pcap,86335562ad6d5bec6495ed660d17d4245497d63e4cf5b8c918662e7efb5ab7b3,ToN-credential_bruteforce,ton:ckbt_509c41bc44e72ead014a,395539,1,True
fit_attack,password_normal1.pcap,86e5ea205f256e7152395dd9ae02eba15d30e9d2aee2e7b888866003c69b020e,ToN-credential_bruteforce,ton:ckbt_171c17db66c92efb6458,458737,1,True
fit_attack,password_normal1.pcap,86ef55b3ac8fca1a59e9bc4d7d1b9c45025685fe58f4522b97491d0cfa82561d,ToN-credential_bruteforce,ton:ckbt_45903bbf4928b9c822dd,1345344,1,True
fit_attack,password_normal1.pcap,86fd08a0bc78fcf5b8ca62da8e7d30005df5332cfbcacd3792c96deb01a0a508,ToN-credential_bruteforce,ton:ckbt_1e2eb81e738021e63886,133576,1,True
fit_attack,password_normal1.pcap,87924bccc81ca2f864c80206b9efdac0a7a9c235c6fdd03d9fb60da524b98465,ToN-credential_bruteforce,ton:ckbt_1f9112c954cd7761ae78,1337301,1,True
fit_attack,password_normal1.pcap,879c0e5b6d525299ec284e432f38125272ef13e647d57ace469a815b2a46448b,ToN-credential_bruteforce,ton:ckbt_40213be8bd9622a588f9,1126989,1,True
fit_attack,password_normal1.pcap,87cb5317650816fd1afc73f49977c3167759ac8838fbd78d2a5563822332aa4b,ToN-credential_bruteforce,ton:ckbt_4f69f4de4434846d016c,995568,1,True
fit_attack,password_normal1.pcap,87d0c5c5922b7c0646c0d301c096eef2524d8a3c890c56969b9ee1746a20457b,ToN-credential_bruteforce,ton:ckbt_38770d1f03c0bf3e92c9,389895,1,True
fit_attack,password_normal1.pcap,87e4720eaa18b1ff0c79b5a9e544060f3b417ed810bd63e5ffd5e6a9a82fd816,ToN-credential_bruteforce,ton:ckbt_5b53e51fa1fea95eff11,1401512,1,True
fit_attack,password_normal1.pcap,87f251d2c720992fb62bf1238f5795a7d51ffa8a5cdcd4d29f16f5ca42af5cc8,ToN-credential_bruteforce,ton:ckbt_325bd40fbb3b46595dfd,1049287,1,True
fit_attack,password_normal1.pcap,87fae061274ee54c9ad9436238e67cd3b1d3ca7ed4cefe3563653b9d61473f18,ToN-credential_bruteforce,ton:ckbt_5add8fcbb090ad58c26a,554086,1,True
fit_attack,password_normal1.pcap,8813bdef51f1db09bacc109c038d13b065895f02abc5033f00edec5cc5ec1015,ToN-credential_bruteforce,ton:ckbt_14e042275c5deabcbc61,1622429,1,True
fit_attack,password_normal1.pcap,884ce4cf166fda53116dd4c6b333755282b98a5623c874e1a67a712443506b99,ToN-credential_bruteforce,ton:ckbt_336880aaab3e8e0d452d,251367,1,True
fit_attack,password_normal1.pcap,8890dee438e2852a5768df8dc0355804a2ba88646e1badc1dd37a93f8b393379,ToN-credential_bruteforce,ton:ckbt_2c2f5542e9ce5f04e381,1199787,1,True
fit_attack,password_normal1.pcap,88a50910a0892bf6248369ca3ab392c42980120dd8bb0c762bdf29974829c937,ToN-credential_bruteforce,ton:ckbt_23e27cc7e7e13820d1bb,631668,1,True
fit_attack,password_normal1.pcap,88c8190522dc33e786b9a45d0b6d9aefcf5b4cbc9259e91cd00d33dec6561805,ToN-credential_bruteforce,ton:ckbt_0086af5de2507d28d8b9,626220,1,True
fit_attack,password_normal1.pcap,89249063adec894c253cab9d60b7ccea767714d207246f30f6f63ac210630f53,ToN-credential_bruteforce,ton:ckbt_09b574398822c61921f4,1379757,1,True
fit_attack,password_normal1.pcap,89295001cd8115700d12fc686e346350a29c3db3036324558d6fdd7d788831bd,ToN-credential_bruteforce,ton:ckbt_060af2381f10716dc1f6,1302498,1,True
fit_attack,password_normal1.pcap,8946d3aee3060a10ff2eaa5134eeed88f183ca89a3cfef6aaeefe28e1876ffb6,ToN-credential_bruteforce,ton:ckbt_23577e053f4a04e02995,1193894,1,True
fit_attack,password_normal1.pcap,896b7f74f2bb3ffd8178ffcd960f326949ec78dd38d15dcc57d11b2b8cc08009,ToN-credential_bruteforce,ton:ckbt_00576fad3f978c87d54f,1685371,1,True
fit_attack,password_normal1.pcap,896c3203a08acf6348b3c3ee844a6a6cb5e76ef2e7b8ed1c0965e46ee5979ef0,ToN-credential_bruteforce,ton:ckbt_3738a3a26963de4ac81a,389094,1,True
fit_attack,password_normal1.pcap,898cbec477edbcef74adbf77d0bedfa02d5bbd9d81be7af99dbf100beb445b17,ToN-credential_bruteforce,ton:ckbt_11631b71c199a25961cf,1456915,1,True
fit_attack,password_normal1.pcap,8994bae9c9be0b875ac9e4de4fb003f668a0db0c4f5690d979762bff6b4e31d7,ToN-credential_bruteforce,ton:ckbt_353435d71c70994b7956,936501,1,True
fit_attack,password_normal1.pcap,8996b365ca31146ca002f270e7b44d4f26e1e61d5908346bcbc19739752518bc,ToN-credential_bruteforce,ton:ckbt_14e902b6cfe06074959a,1549501,1,True
fit_attack,password_normal1.pcap,89aeca16776058cde1cf2b678e97205624405205c50c6b2cdc7b72282faafaca,ToN-credential_bruteforce,ton:ckbt_18b3902853f81c02f46c,366462,1,True
fit_attack,password_normal1.pcap,89c99362e63b82f16e893e48bfa541f26dff7eb63b329b1b7e1f5496438cef67,ToN-credential_bruteforce,ton:ckbt_022a2bb31f40b0faddac,324233,1,True
fit_attack,password_normal1.pcap,89cd5658c8a61760092c3e5d14fbfd8299fe25fb6cd8f37e0db21bb63352ff78,ToN-credential_bruteforce,ton:ckbt_418f7d6afb7792849836,1490814,1,True
fit_attack,password_normal1.pcap,8a22b1a136d8d0c3d699c0e678c86cd22b6951599092cf55f5a9fcd553bb5edc,ToN-credential_bruteforce,ton:ckbt_1fe9b4498d3f368a6b7e,356767,1,True
fit_attack,password_normal1.pcap,8a2f830538c828341e2ee47d7286830497c4d8f1c5ce848bdd87048471d34630,ToN-credential_bruteforce,ton:ckbt_09d08a71bd87bf3da3f1,647941,1,True
fit_attack,password_normal1.pcap,8a3ff1a9b350de566a557ea4be9f821945edbca2d2a9f7d97822c8ede81fabde,ToN-credential_bruteforce,ton:ckbt_2557ebf31c4b6b8280da,380266,1,True
fit_attack,password_normal1.pcap,8a4d6c44ad0e65902222bffcb37d1ee72f91ef8fc91d9fd23fa1e60fa7ebbf76,ToN-credential_bruteforce,ton:ckbt_501e63e8ad9f66dd3871,338869,1,True
fit_attack,password_normal1.pcap,8a851ce921c9d3e8eef9e916c2d852fc571524a8c024c2cd9423f77201af0706,ToN-credential_bruteforce,ton:ckbt_125b8e5f168a047b43b8,1311700,1,True
fit_attack,password_normal1.pcap,8aa9d272cdcd9775b4a681272a47310268b2aed529497807b03b8404d53367ae,ToN-credential_bruteforce,ton:ckbt_18b6e0d5421a255b03bc,410723,1,True
fit_attack,password_normal1.pcap,8aadb9231f498033982ea04794bd1120689b7db15c1d9ad4c90a6381d5812733,ToN-credential_bruteforce,ton:ckbt_484b76b1d695af1be35a,1182366,1,True
fit_attack,password_normal1.pcap,8ae3a464f96c069a629e8a003b79ca416ba73aab60bee7955d0fea351eae9679,ToN-credential_bruteforce,ton:ckbt_0e24bd5593f74c2ed992,122741,1,True
fit_attack,password_normal1.pcap,8ae44ce876861ca6c027d1784526ac1ebe3897c374e0c9802935b2ed0e989760,ToN-credential_bruteforce,ton:ckbt_283aa30052ad4378f8a3,533661,1,True
fit_attack,password_normal1.pcap,8ae510ad9b9be84dee22ca88cacc2efecf92a3ee9bf2ed8981945aa6c6ea5f6d,ToN-credential_bruteforce,ton:ckbt_57998b5e31c8a2a3d691,1023113,1,True
fit_attack,password_normal1.pcap,8b099997a176708afb3b50e6c20d16d527ed74636020b5655ae6f0fb5b0657df,ToN-credential_bruteforce,ton:ckbt_0552d835e947a6cef4f3,1232263,1,True
fit_attack,password_normal1.pcap,8b23f6925870c3fa0261a19012de06ffaf8dee930fcfc1a2f71d44c5feb79c1e,ToN-credential_bruteforce,ton:ckbt_0cb0717052900e5e51fb,1213914,1,True
fit_attack,password_normal1.pcap,8b3b7c4554a1320abfe491a01d168e5d05af7bc45b2244cc06857a019760dd95,ToN-credential_bruteforce,ton:ckbt_3198751befc09fe0d37e,1571254,1,True
fit_attack,password_normal1.pcap,8b81764700a10b08ea35f9de8a086a6bc877ca4f466df4b3bcaea5be93024327,ToN-credential_bruteforce,ton:ckbt_522d72be6a6754dbd0c9,1329808,1,True
fit_attack,password_normal1.pcap,8bbeabf3c5c6db4728b2ec97a9651825ac71080741d1bd2dc9f2d37caa619cd9,ToN-credential_bruteforce,ton:ckbt_483b14b5389cf2b0f916,565969,1,True
fit_attack,password_normal1.pcap,8bd3513f30d5d21dfaa051053462069574cb3e9e6c94f570e7b66662a1cf669f,ToN-credential_bruteforce,ton:ckbt_07b9d8651fd8ab1eac64,597660,1,True
fit_attack,password_normal1.pcap,8bd888b223e45d96a6685bf550b26a8a67a555afe94ed3021baeef987379bf7a,ToN-credential_bruteforce,ton:ckbt_3b05425b53d6044112f0,655498,1,True
fit_attack,password_normal1.pcap,8bdc45dfd11e477c7a1c3bec092943d271cec7df70a8946c7d24eecd3f546f01,ToN-credential_bruteforce,ton:ckbt_4c40e5c368a9881bbda6,1591388,1,True
fit_attack,password_normal1.pcap,8c413a2ed89c2a2502fb1335568f9c2a6a8ad9d7ab931d2d3f8e342f7f9e1b28,ToN-credential_bruteforce,ton:ckbt_43ce81e403ea9a682228,872943,1,True
fit_attack,password_normal1.pcap,8c49447494b3c2a659ca5c6e7f8defdc31fa4a1b4a9ef77fe258cd3fea33c397,ToN-credential_bruteforce,ton:ckbt_5a8f11d393f6edb0670a,44241,1,True
fit_attack,password_normal1.pcap,8c4ba842fe309ea405deda9bbc7fe4b362885377335fbb77b1a4c7a39dd09e0c,ToN-credential_bruteforce,ton:ckbt_10288a5e6325ba2d2c81,193465,1,True
fit_attack,password_normal1.pcap,8c6186489b709c5f9647846cd0b1b4c0305eb9eb6f3e96e7a30cedf5c6c12e7f,ToN-credential_bruteforce,ton:ckbt_4d398dd31241f7000cde,1327379,1,True
fit_attack,password_normal1.pcap,8c72237dc75ebd04d21e231e721b5dacd1c278ecaa4b0126570e20d9206288e6,ToN-credential_bruteforce,ton:ckbt_34acd61aca1bb618174f,1170309,1,True
fit_attack,password_normal1.pcap,8c8a3473297df8839d6f57757b4a892f0f5a0cfd755d2a50980e71f979af9f53,ToN-credential_bruteforce,ton:ckbt_3eebe394e3d868476c32,503666,1,True
fit_attack,password_normal1.pcap,8c9a60ed7d81c5718d1ae0679dfe9c5fb42300a581b8ae567bcf88fde6f12909,ToN-credential_bruteforce,ton:ckbt_0cbdbc2b2824e26738db,1516433,1,True
fit_attack,password_normal1.pcap,8cdd6c9968f56981b6b85378864d00cc8a622bd8312d0fbc73a66073e82e2032,ToN-credential_bruteforce,ton:ckbt_17bc6915b5abe235e9e8,1135585,1,True
fit_attack,password_normal1.pcap,8ce3dd9942ecf448b72d26e9524ab97bbb603c73b02ec490df0faff969cbe524,ToN-credential_bruteforce,ton:ckbt_4562e70ab5c435475fb4,541927,1,True
fit_attack,password_normal1.pcap,8d2feddc83baecb8bc200cfa42905fd4294c64f13603b96d328197dca35c7bae,ToN-credential_bruteforce,ton:ckbt_3ef3082e1d24f6fad43f,783545,1,True
fit_attack,password_normal1.pcap,8d615f9c8ba34225e665cde211a8f3263b768d7277e7665d15c32afc6840fec6,ToN-credential_bruteforce,ton:ckbt_4f48be51168b11a5f386,1045338,1,True
fit_attack,password_normal1.pcap,8da53ac18677b5b8917c5b42bbdf7f6b57c10df1f1a3526b4971c676aa0f435d,ToN-credential_bruteforce,ton:ckbt_32449950b86cf4c1a3aa,364572,1,True
fit_attack,password_normal1.pcap,8dda01dec5dee183d1179c5b93df6068e0021e4316ed2afdb731eba468d73500,ToN-credential_bruteforce,ton:ckbt_3d750c62a11a370fbd9b,1202309,1,True
fit_attack,password_normal1.pcap,8dee8c87612195ee954ecd3de448590b79897d2b326c1c3a7ce9cd7970c2316f,ToN-credential_bruteforce,ton:ckbt_2abefe88a0e76c15cefe,353688,1,True
fit_attack,password_normal1.pcap,8e18a374d2e8470967445e815e8eba754541f220b4585c80e7ef8000a78ccd4a,ToN-credential_bruteforce,ton:ckbt_56ea0d610abed69b5f2d,356433,1,True
fit_attack,password_normal1.pcap,8e21ac931b75d3f7a4f8d13c44e35bb11f6d4e94648b0e9c5d18d95976f0c035,ToN-credential_bruteforce,ton:ckbt_1bf294658b2c63ca5e47,111026,1,True
fit_attack,password_normal1.pcap,8e3316d6af3371e50623d9cb5ee54bfbf1f50d29159059e99cca92a88493083e,ToN-credential_bruteforce,ton:ckbt_447bfd71094013cc5305,1104680,1,True
fit_attack,password_normal1.pcap,8e40ffa141ba1b0a36c90637bacd2cf737cd2d7d122eff7bad784e73df5190f3,ToN-credential_bruteforce,ton:ckbt_0447ad6faa65ba76ebc6,351195,1,True
fit_attack,password_normal1.pcap,8ec60278e2fdf7a684800e29238e7d7305b5a8dca7854eb2596bd17ed0e21e47,ToN-credential_bruteforce,ton:ckbt_3b8a17053da6364d67b0,129634,1,True
fit_attack,password_normal1.pcap,8f4276ffa99f2186b44f56ee73ba2876e68d7f4c57a9b9567151bb27c627699d,ToN-credential_bruteforce,ton:ckbt_1cb1ff1e4c575373a21c,902263,1,True
fit_attack,password_normal1.pcap,8f5d7568278c6c9d02ba7cc1ade1dc1db24045726b026296ed013b7ba5150a02,ToN-credential_bruteforce,ton:ckbt_42ca9200d0277cb46671,280095,1,True
