uid,role,source_group,attack_family,label_metric_only,score,p2_hard,m7_hard,tail_margin_score,tail_margin_tau_normal,tail_margin_tau_attack,quadrant
ton:ton_normal:normal_2:1607182,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.407803135109134e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1607512,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.640695649664849e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1607666,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.667421697173268e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1607877,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.9812517823302187e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1607923,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.878341001633089e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:160799,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0003588489198591,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1608141,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.5343280867673457e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:160830,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0003906706697307,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1608731,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.6540997825795785e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:160901,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0002782677183859,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1609968,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.626099714892917e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1610299,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.9833030566805974e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:161092,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0004442677018232,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1611157,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.7382127629825845e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:161156,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0004039832856506,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1611777,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001671978534432,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1613515,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0081943413242697,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1613633,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.59662517439574e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1613793,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.117914093309082e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:161422,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0006040825974196,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1614459,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.728566662175581e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1615573,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,5.639689698000439e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1615721,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.985913281212561e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1615746,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.8986745494185016e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1617104,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.552599810063839e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1617267,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.48801986547187e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1617974,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.529134093900211e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1618169,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0180629007518291,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1618281,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0082836588844656,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1619194,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.184295408369508e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1619428,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.651948281913064e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1620272,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.362357554375194e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1620625,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.778202517423779e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1621493,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.290453630848788e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1621521,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.275918450322933e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1621734,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.9404258131980896e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:162176,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0005711230915039,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1621911,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.399230627110228e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1622064,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0100967679172754,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1622262,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.025699879799504e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1623186,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.63131330232136e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1623639,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.9648032068507742e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1623761,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.7481644792715088e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1623763,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.7786678401753303e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1624773,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.9296177672222257e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1624928,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.716905146371573e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1625109,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.310848140041344e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1625320,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0022677353117614,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1625448,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.815296076936647e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1626018,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.4711011064937335e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1626327,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.357214361836668e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1627025,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.215000106138177e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1628643,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.3981854610610757e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1629117,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.8864607631694525e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1629141,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.78452314180322e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1629279,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0009261950035579,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1629532,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.901094558183104e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1629889,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.376068732701242e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1630089,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.444878868525848e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1630628,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.99743205687264e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1631522,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.849664062727243e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1632289,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.330085408175364e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1632400,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.0247738575562835e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1632843,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.259366349084303e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1633464,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.416871939203702e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1634722,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.27424425247591e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1634757,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.2057178284740075e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1634767,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.176898851757869e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1634949,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001372187398374,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1635382,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.4799068089341745e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1635525,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.830400444508996e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1635686,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.5447319785598665e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1635690,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.655080061231274e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1636039,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.528897888027132e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1636577,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.134545841021463e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1637876,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.980956014653202e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1638148,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.61630084423814e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1638151,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.6391364372102544e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1638173,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.5297740648966283e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1638927,aux_normal_select,normal_2.pcap,benign,0,4.886852821073262e-06,False,False,0.0551238693296909,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1639719,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001361139002256,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1640095,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0101143671199679,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1640359,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0037992559373378,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1640565,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0108834933489561,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1641024,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.050030474900268e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1642134,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,5.446084833238274e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1642209,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.991263656644151e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1642667,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.39596372214146e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1642941,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.7087358830613084e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1643662,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001472560979891,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1644526,aux_normal_select,normal_2.pcap,benign,0,0.987930417060852,True,False,0.0047608311288058,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1645354,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0064724488183856,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1645399,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.819488508976065e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1645602,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.3391643480863426e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1645632,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.2724736481904984e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1646598,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.596681224531494e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1647181,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,3.537448719725944e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:164810,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0005285700899548,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1648545,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.159940388286486e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1648823,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0214916560798883,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1648935,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.6492238248465583e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1649153,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.508421312086284e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1649504,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.90222339774482e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1649572,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.54064250132069e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1649581,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.52276474586688e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1650002,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.921744271588977e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:165087,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.0173634532839059,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1651011,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.15064171445556e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1651321,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.6011792215285823e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1651508,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.433141708024777e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1651848,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.68590842501726e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1652133,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.26964509440586e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1652554,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.6701909519033507e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1653,aux_normal_select,normal_2.pcap,benign,0,0.5047518610954285,True,False,0.2966338992118835,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1653070,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.664858377305791e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1654072,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.132944246113766e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1654782,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.058879519812763e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1655430,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001269458152819,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:165604,aux_normal_select,normal_2.pcap,benign,0,4.886852821073262e-06,False,False,0.1809330284595489,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1656459,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.224091440439224e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1656480,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.1736927010351792e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1656765,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.688001379487105e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1656950,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.941737329820171e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1657299,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.780249269562773e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1657820,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.315869955462404e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1658085,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.5616867535281926e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1658999,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.782013224437833e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1659343,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.497088619042188e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1659542,aux_normal_select,normal_2.pcap,benign,0,0.5047519207000732,True,False,0.0001342111208941,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1659943,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.428540574328508e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1660103,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0024282315280288,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1661588,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,4.064750828547403e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1661747,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.517770892358385e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1662099,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.8429039957700297e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:166223,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0003455301339272,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1662698,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.955823922296986e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1663291,aux_normal_select,normal_2.pcap,benign,0,5.257329682706313e-09,False,False,0.0246554873883724,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1663765,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,1.8968414224218577e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1665087,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.286718128947541e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1665575,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.9687507776543495e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1666041,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,2.2234340576687828e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1666253,aux_normal_select,normal_2.pcap,benign,0,4.401646037877072e-06,False,False,0.0258977264165878,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1666739,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,3.088485391344875e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
