view_version,view_role,view_row_id,sample_id,label_region_id,exact_attack_label,source_role,pcap_path,csv_path,pcap_packet_index,csv_row_index,packet_timestamp,provenance_hash,global_candidate_id,feature_asset_uri,feature_vector_sha256,origin,promotion_event_id,immutable
support_train_view_v1,support_train,view_row_9fb7ec575e1e42d4,support_000129,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,471567,9835479,1737131656.684979,10b0831162f21d4ba14a0088ccb6220f504ff05fba88307c40c827c7e9432c2d,cand_00038588,issue27cd://chunk/00010/row/2098,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_1d6ed83561da0af8,support_000131,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1177,1481667,1737131854.174425,73759d5c9fa73e60ead2775f6668dbcaf1d522b06922b858dea3cd6d379b5fea,cand_00000869,issue27cd://chunk/00001/row/869,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_fab4156d201355dd,support_000132,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,469356,9833268,1737131655.668463,8f0f4a6fb8bffa6fa2b8da93996cd711ad9bb06c9c923d59803c6e8fef812bdc,cand_00036555,issue27cd://chunk/00010/row/65,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_2132593307677955,support_000133,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,470328,9834240,1737131656.100491,de4cf0fed34acc2739c9d3f409ba1de8bebd2e38b8399e36b2addd84eac32099,cand_00037454,issue27cd://chunk/00010/row/964,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_8e0b0a44e76bb3ae,support_000135,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1655,1482145,1737131854.421055,554d600d4dd1ce897493ad18da21c47d34a306ec905d8e07388fe5f8718598e6,cand_00001347,issue27cd://chunk/00001/row/1347,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b1e421e14a7e8dbc,support_000136,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,2310,1482800,1737131854.758524,7e7fb3ccb6fbf714368055aacf857cec921768fa3650058a9a3dc95f864be55b,cand_00002002,issue27cd://chunk/00001/row/2002,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_d5731ce451381228,support_000137,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,469316,9833228,1737131655.629358,793d4e7226d5dd730228882904fb5c12cf11a351acc1cf7c538346b315ea30d8,cand_00036517,issue27cd://chunk/00010/row/27,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_585cf34bf244c574,support_000139,label_region_14a9679511df9edc,Merlin ICMP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,469525,9833437,1737131655.793962,60b57fbcc814bf1f05d25d3a4cc8b451b00390f1365d120a272b10a08105467b,cand_00036700,issue27cd://chunk/00010/row/210,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_a313b7a5efd56793,support_000140,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,675736,10039575,1737132810.837680,3a2ab966b651bc2014e23dca8f4a84216d5dfd01fc6d2e853b853a29d65f79ca,cand_00041481,issue27cd://chunk/00011/row/2489,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_69abe6b05818fa3d,support_000141,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,676075,10039915,1737132810.997615,36c5753eb34c8f7783f20ed2d81d34eec42381706ecb5962d3d80652c8cb3e66,cand_00041792,issue27cd://chunk/00011/row/2800,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_3d855e518defa5e1,support_000142,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,678424,10042264,1737132812.118979,c13fd98a1ec137c6aba0f2d48475cafd63f1633ff7dd0d9c6d662eab8ed2e6d3,cand_00043959,issue27cd://chunk/00011/row/4967,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_0046eaf9ac16c3c0,support_000144,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673056,10036895,1737132809.549626,6227fd08a7d9b6d10fe8ba2ae1b215528f4dd4b7c38fc2906855e96b01d38684,cand_00038993,issue27cd://chunk/00011/row/1,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_4dd7802089338be4,support_000145,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673055,10036894,1737132809.548598,84e8618000982a38ddc1887b287fe81bac1e4d275c6b80629c8945e703d2987f,cand_00038992,issue27cd://chunk/00011/row/0,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_859746d0ad8655dc,support_000146,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15011,1495451,1737132980.788627,b1040d950a4c2fc4ceb064bb96f582de80962d147b8013db194e7df49d607790,cand_00002397,issue27cd://chunk/00002/row/4,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_4df36a7aa347cd56,support_000148,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673068,10036907,1737132809.557879,9e5100ac169ed496bcc0ac6eff51105c4a2c204a669d056159248849eb618b88,cand_00039005,issue27cd://chunk/00011/row/13,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_ce25a2e933e13f8f,support_000149,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15007,1495447,1737132980.787076,e008c63a75222b9982b1bf8723c43ac49ce77914b450079afeeb02f4971c49ee,cand_00002393,issue27cd://chunk/00002/row/0,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_ee8514d24c1ccd51,support_000150,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15009,1495449,1737132980.788592,5c54f699d57d838c63d569a0688f863776e639a0202ad0037ee73ff4b5dab729,cand_00002395,issue27cd://chunk/00002/row/2,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_436d13fed2dae3b7,support_000152,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673308,10037147,1737132809.670208,56d78b0b0b62c3186d56895ca4ca577c91a2104cf0e80751b54625fcd216e838,cand_00039223,issue27cd://chunk/00011/row/231,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_ccf6c262f51bc52e,support_000153,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673058,10036897,1737132809.551722,f969f4ba96fd9fd9bce148ab5aa26987ae3c6abe8ef59edde570aaaa13f9619d,cand_00038995,issue27cd://chunk/00011/row/3,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_3932aa07bcca0427,support_000154,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673064,10036903,1737132809.555617,8a2a24d4dda9b8376a7a3fa0d7e0cc2f30a400f28aec582fc4a3c2295e78f4a6,cand_00039001,issue27cd://chunk/00011/row/9,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_6ab4f78c94fa422d,support_000156,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15014,1495454,1737132980.790051,3cfb55701559349c3ae67d68dc434c8a05e6a7b0754222dd576740ea586c5ffa,cand_00002400,issue27cd://chunk/00002/row/7,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b81cda67d7ddb7d1,support_000157,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15013,1495453,1737132980.790019,e68c1d130637e4adcf35b74f14ad923295e8e1e86e2031de39c1c94f73be7629,cand_00002399,issue27cd://chunk/00002/row/6,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_87c78486cb0af3ac,support_000158,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15008,1495448,1737132980.787132,c4c654098bb40b4fcd1921d6ae7e72e2734e3589553957cb57d78b1208b87553,cand_00002394,issue27cd://chunk/00002/row/1,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b016f872495a38ea,support_000160,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15072,1495512,1737132980.820453,4a6ce3bd045ed0b6afae653f3a55ed15c6fe32e752803a71ded07e0137803830,cand_00002458,issue27cd://chunk/00002/row/65,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_e5e3d0722b87a53f,support_000161,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673063,10036902,1737132809.555590,7f3e2f487dc918fb736a2404bf44ef5ad3aabf4186fc6873b0ef3ce6bc8b5866,cand_00039000,issue27cd://chunk/00011/row/8,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_265ab49d04bc17e1,support_000162,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,678429,10042268,1737132812.119668,fdb116fd13957d980a3fe7b67a51059f0cb59ebb88c1642879e3bc33d499e47e,cand_00043960,issue27cd://chunk/00011/row/4968,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_4e0b86d700d0614c,support_000164,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673121,10036960,1737132809.575419,2abec8b72090e2da276b53c81ba6cca127ab285f4ef7e20e8332fdcb33bcdae4,cand_00039040,issue27cd://chunk/00011/row/48,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_84ece80043b5adb1,support_000165,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673313,10037152,1737132809.672624,36fbcbc850afbefb5158cd46b430448f7fce6095fdf8d68fb9926b5457f63149,cand_00039228,issue27cd://chunk/00011/row/236,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_d98942deaa985614,support_000166,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673077,10036916,1737132809.561551,7ebafc3a58b815a05c3db82434bb0732036299e9bf5dbbb18232ceb324df8943,cand_00039014,issue27cd://chunk/00011/row/22,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_85764261aa8040c2,support_000168,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673065,10036904,1737132809.555627,e0aca9c3f89af6d6ca992cbaaba3d8daca18b6882f6e0b9c196f1904631e080c,cand_00039002,issue27cd://chunk/00011/row/10,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b297a9e58e744856,support_000169,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15012,1495452,1737132980.788656,a0157a06db338e05b95ad9039599099296160e6de4b25e5d4a317ec53907c255,cand_00002398,issue27cd://chunk/00002/row/5,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_54e7c09abc230421,support_000170,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673962,10037801,1737132809.982990,7e097a0e75379c100b9957311d37b290710cd8d7a3c7aa3d50796b9260097b3e,cand_00039830,issue27cd://chunk/00011/row/838,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_9976584b57f7888d,support_000172,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673057,10036896,1737132809.550691,40cbaa064d5d7959ab2d96f63a0963a1747217751525a1ee0701ec49e3bbe354,cand_00038994,issue27cd://chunk/00011/row/2,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_cceacb296e3ac393,support_000173,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15534,1495974,1737132981.059346,854de0200f4878c3f1d0c3a81aa55d39eb14696cd132df86371bf8e7d5efa1f4,cand_00002920,issue27cd://chunk/00002/row/527,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_e21980f857b0648d,support_000174,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15031,1495471,1737132980.799373,733ac060803ef2fc70a005a33caaa84f24508ef94dfe8449a23405a44642d20f,cand_00002417,issue27cd://chunk/00002/row/24,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_742bd2057c2d446f,support_000176,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,20005,1500445,1737132983.373382,935bad830859ef0f3863e0f383560a2030db36b84b0486c28761280c414c532a,cand_00007391,issue27cd://chunk/00002/row/4998,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_fa42713ee691df55,support_000177,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15015,1495455,1737132980.791499,978677935ae3a31f2285a11716f02ec985c88e632b7a42c6bcbe1d14a30c4efc,cand_00002401,issue27cd://chunk/00002/row/8,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_66985184b2f020a5,support_000178,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15059,1495499,1737132980.813149,d630ac044581f8270b8e852aaf73814d535f5b9bb80e6a3201fc6875127bb1cf,cand_00002445,issue27cd://chunk/00002/row/52,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_dea216e6b6c98eb1,support_000180,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673869,10037708,1737132809.936243,e26256199eace19d2720b10779627273b21e6799a209e35e52fc5a3e07f86d48,cand_00039739,issue27cd://chunk/00011/row/747,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_44dc72e54ca894b4,support_000181,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673154,10036993,1737132809.592886,e0880ea3cbc454982f4929d633d86ff699305f270eccf0c8c6192d3fc119c7cf,cand_00039073,issue27cd://chunk/00011/row/81,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_5f2035450be41c32,support_000182,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,16486,1496926,1737132981.551685,4d628a52f7bb7158227af04528b4903c8058cc4ff5a1b4c9b10b19daaa265d6b,cand_00003872,issue27cd://chunk/00002/row/1479,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_5de7e0dbb50159c0,support_000184,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673080,10036919,1737132809.563038,ec9f1d3d6c627feac9cb36c959bf047fb5b21899a18fefb214c51ebb6835b536,cand_00039017,issue27cd://chunk/00011/row/25,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_92fc2d9f1ab5cc58,support_000185,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,675081,10038920,1737132810.522760,1858bd09f0655440a6f411f3411145a1f9175b47b61ebe22e6a3b3330d58be94,cand_00040873,issue27cd://chunk/00011/row/1881,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_2ad00a78276c00d6,support_000186,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673069,10036908,1737132809.557950,ca5324f70ebc67b27504329b4dbb79a694a1b4b96114f57370e07f4fb7c2b951,cand_00039006,issue27cd://chunk/00011/row/14,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_2661bb622e925e96,support_000188,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15028,1495468,1737132980.796901,785e9a421c4d4296115bf2a9d0d0a0ac4c49868b1258bfa4c7af5d03e0e5d88f,cand_00002414,issue27cd://chunk/00002/row/21,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_da6ee27ec02a02ad,support_000189,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673557,10037396,1737132809.786892,fedb429ef3bc4de29bd59cb7174839592e229691eeb4dfc2ff472df1659abd41,cand_00039450,issue27cd://chunk/00011/row/458,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_4135e760a69429e8,support_000190,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673073,10036912,1737132809.559175,51f9061e52964ef4c1233f0399ab5628dfeb29db329e6db6ee93575f3764cea7,cand_00039010,issue27cd://chunk/00011/row/18,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_ea6b979c50d16a1b,support_000192,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15017,1495457,1737132980.792933,2e92ff3d9b7fa927a612bc06b7e899296660034f1438416efccc89ae6ef93d96,cand_00002403,issue27cd://chunk/00002/row/10,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_8abd9caedb919f66,support_000193,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,673059,10036898,1737132809.552754,a9b830a0e6f7adf3a81739ae13c79775f9c3817ff41ea798fa0e026da4bb8923,cand_00038996,issue27cd://chunk/00011/row/4,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_94a3701be13ac1eb,support_000194,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15042,1495482,1737132980.804710,d7e529e0ddcbc2f9937bd54b7f19c0272e99a68ae78f338fd1a2d1d6140c0e71,cand_00002428,issue27cd://chunk/00002/row/35,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_23f3f4d9e3fcbca0,support_000196,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15025,1495465,1737132980.795600,29567a494b99df447ee934bb8bb8336ba499ac37d14719f26801e1703d938058,cand_00002411,issue27cd://chunk/00002/row/18,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_7f116e8d632a333b,support_000197,label_region_db1948413ff127ee,Merlin TCP Flooding,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,15094,1495534,1737132980.832947,b2294a83ee4b409c1bd97d82c523ceb82288bd07491809b0410e1d434d4399e9,cand_00002480,issue27cd://chunk/00002/row/87,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
