seed,budget,requested_labels,confirmed_attack_labels,label_efficiency,active_candidate_pool_rows,dev_query_rows,selected_local_indices_sha256,confirmed_attack_local_indices_sha256,candidate_count,uncovered_candidate_count,selector,support_val_p95_radius,uses_candidate_labels_for_selection,uses_query_labels_for_selection,selection_rank_detail,selected_local_index,csv_member,packet_index,oracle_label_after_selection,uses_label_for_selection,selected_file_count_json
43,32,,,,,,,,,,,,,,23,3559,processed/iotsim-ip-camera-street-1.csv,413672,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,24,3580,processed/iotsim-ip-camera-street-1.csv,413693,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,25,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,26,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,27,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,28,3646,processed/iotsim-ip-camera-street-1.csv,413759,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,29,3663,processed/iotsim-ip-camera-street-1.csv,413776,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,30,3708,processed/iotsim-ip-camera-street-1.csv,413821,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,31,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,0,0,0,0.0,2000,4000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2000,0,none_budget_0,,,,,,,,,,
44,4,4,4,1.0,2000,4000,56fab9d108e59a01da338b301af01823e4b9cbf91829ef5844a1f190d08935a1,56fab9d108e59a01da338b301af01823e4b9cbf91829ef5844a1f190d08935a1,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.840913772583008,False,False,,,,,,,
44,4,,,,,,,,,,,,,,0,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
44,4,,,,,,,,,,,,,,1,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
44,4,,,,,,,,,,,,,,2,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
44,4,,,,,,,,,,,,,,3,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
44,8,8,8,1.0,2000,4000,e19d83a8b71e12abae8b0abeef1d6ee6134d29227dab8550892265638650f0f4,e19d83a8b71e12abae8b0abeef1d6ee6134d29227dab8550892265638650f0f4,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.840913772583008,False,False,,,,,,,
44,8,,,,,,,,,,,,,,0,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,1,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,2,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,3,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,4,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,5,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,6,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,8,,,,,,,,,,,,,,7,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
44,16,16,16,1.0,2000,4000,f268b3cb993f8694c73a891d8b41d877090c523b196b9755044d8cdeb9c93ed3,f268b3cb993f8694c73a891d8b41d877090c523b196b9755044d8cdeb9c93ed3,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.840913772583008,False,False,,,,,,,
44,16,,,,,,,,,,,,,,0,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,1,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,2,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,3,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,4,632,processed/iotsim-ip-camera-museum-1.csv,645185,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,5,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,6,779,processed/iotsim-ip-camera-museum-1.csv,645332,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,7,3012,processed/iotsim-ip-camera-street-1.csv,413125,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,8,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,9,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,10,3215,processed/iotsim-ip-camera-street-1.csv,413328,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,11,3559,processed/iotsim-ip-camera-street-1.csv,413672,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,12,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,13,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,14,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,16,,,,,,,,,,,,,,15,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
44,32,32,32,1.0,2000,4000,fab8f8f5a3f52986aa4ddf53bc2d71396b66d351bab1ad59ed9cfa3618bcdcff,fab8f8f5a3f52986aa4ddf53bc2d71396b66d351bab1ad59ed9cfa3618bcdcff,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.840913772583008,False,False,,,,,,,
44,32,,,,,,,,,,,,,,0,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,1,78,processed/iotsim-ip-camera-museum-1.csv,644631,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,2,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,3,111,processed/iotsim-ip-camera-museum-1.csv,644664,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,4,118,processed/iotsim-ip-camera-museum-1.csv,644671,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,5,195,processed/iotsim-ip-camera-museum-1.csv,644748,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,6,281,processed/iotsim-ip-camera-museum-1.csv,644834,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,7,406,processed/iotsim-ip-camera-museum-1.csv,644959,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,8,489,processed/iotsim-ip-camera-museum-1.csv,645042,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,9,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,10,567,processed/iotsim-ip-camera-museum-1.csv,645120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,11,577,processed/iotsim-ip-camera-museum-1.csv,645130,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,12,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,13,632,processed/iotsim-ip-camera-museum-1.csv,645185,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,14,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,15,779,processed/iotsim-ip-camera-museum-1.csv,645332,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,16,3012,processed/iotsim-ip-camera-street-1.csv,413125,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,17,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,18,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,19,3159,processed/iotsim-ip-camera-street-1.csv,413272,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,20,3173,processed/iotsim-ip-camera-street-1.csv,413286,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,21,3215,processed/iotsim-ip-camera-street-1.csv,413328,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,22,3235,processed/iotsim-ip-camera-street-1.csv,413348,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,23,3559,processed/iotsim-ip-camera-street-1.csv,413672,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,24,3579,processed/iotsim-ip-camera-street-1.csv,413692,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,25,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,26,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,27,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,28,3646,processed/iotsim-ip-camera-street-1.csv,413759,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,29,3663,processed/iotsim-ip-camera-street-1.csv,413776,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,30,3708,processed/iotsim-ip-camera-street-1.csv,413821,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
44,32,,,,,,,,,,,,,,31,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
45,0,0,0,0.0,2000,4000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2000,0,none_budget_0,,,,,,,,,,
45,4,4,4,1.0,2000,4000,036db25ddd216d4dd819f61c9a8a6f90e4732137ccdc33d924d7d898f615cb56,036db25ddd216d4dd819f61c9a8a6f90e4732137ccdc33d924d7d898f615cb56,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.4719014167785645,False,False,,,,,,,
45,4,,,,,,,,,,,,,,0,682,processed/iotsim-ip-camera-museum-1.csv,645235,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
45,4,,,,,,,,,,,,,,1,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
45,4,,,,,,,,,,,,,,2,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
45,4,,,,,,,,,,,,,,3,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
45,8,8,8,1.0,2000,4000,35a1cdf1246e303aa7db3abaed6290ae721f1efdbbd388251b2bc11fabf4d853,35a1cdf1246e303aa7db3abaed6290ae721f1efdbbd388251b2bc11fabf4d853,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.4719014167785645,False,False,,,,,,,
45,8,,,,,,,,,,,,,,0,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,1,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,2,682,processed/iotsim-ip-camera-museum-1.csv,645235,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,3,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,4,3192,processed/iotsim-ip-camera-street-1.csv,413305,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,5,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,6,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,8,,,,,,,,,,,,,,7,3828,processed/iotsim-ip-camera-street-1.csv,413941,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
45,16,16,16,1.0,2000,4000,03d47e5fc46374fa683a8927f162e69795de7f1e21b930730ae27a37c20e4da3,03d47e5fc46374fa683a8927f162e69795de7f1e21b930730ae27a37c20e4da3,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.4719014167785645,False,False,,,,,,,
45,16,,,,,,,,,,,,,,0,37,processed/iotsim-ip-camera-museum-1.csv,644590,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,1,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,2,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,3,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,4,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,5,631,processed/iotsim-ip-camera-museum-1.csv,645184,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,6,682,processed/iotsim-ip-camera-museum-1.csv,645235,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,7,3007,processed/iotsim-ip-camera-street-1.csv,413120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,8,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,9,3159,processed/iotsim-ip-camera-street-1.csv,413272,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,10,3192,processed/iotsim-ip-camera-street-1.csv,413305,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,11,3217,processed/iotsim-ip-camera-street-1.csv,413330,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,12,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,13,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,14,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,16,,,,,,,,,,,,,,15,3828,processed/iotsim-ip-camera-street-1.csv,413941,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
45,32,32,32,1.0,2000,4000,d75634ae1410654737cfb93037f75a204f2e6cd13cf085898027f888d46398cd,d75634ae1410654737cfb93037f75a204f2e6cd13cf085898027f888d46398cd,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,7.4719014167785645,False,False,,,,,,,
45,32,,,,,,,,,,,,,,0,37,processed/iotsim-ip-camera-museum-1.csv,644590,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,1,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,2,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,3,111,processed/iotsim-ip-camera-museum-1.csv,644664,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,4,141,processed/iotsim-ip-camera-museum-1.csv,644694,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,5,195,processed/iotsim-ip-camera-museum-1.csv,644748,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,6,455,processed/iotsim-ip-camera-museum-1.csv,645008,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,7,458,processed/iotsim-ip-camera-museum-1.csv,645011,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,8,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,9,567,processed/iotsim-ip-camera-museum-1.csv,645120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,10,577,processed/iotsim-ip-camera-museum-1.csv,645130,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,11,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,12,631,processed/iotsim-ip-camera-museum-1.csv,645184,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,13,682,processed/iotsim-ip-camera-museum-1.csv,645235,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,14,768,processed/iotsim-ip-camera-museum-1.csv,645321,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
45,32,,,,,,,,,,,,,,15,3007,processed/iotsim-ip-camera-street-1.csv,413120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
