uid,semantic_context_key,phase,owner,label_kind,role,source_group,device_family,attack_family,context_tier,context_event_count,cross_phase_context,legal_fit
support_train:fit:349,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,20,True,False
support_train:fit:351,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,46,True,False
support_train:fit:353,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,6,True,False
support_train:fit:361,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,117,True,False
support_train:fit:364,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,82,True,False
support_train:fit:365,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,25,True,False
support_train:fit:366,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,38,True,False
support_train:fit:368,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,163,True,False
support_train:fit:372,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,16,True,False
support_train:fit:373,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,3,True,False
support_train:fit:384,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,14,True,False
support_val:select:108,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,select,A,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,139,True,False
support_val:select:115,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,select,A,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,192,True,False
support_val:select:120,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap1415e5d34630741705e8aa403ad3a9f7a3d8864708fb6180a40af59f3b9f8fe60,select,A,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,225,True,False
support_train:fit:250,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3713eefa0620b44c4f33ba903658d2052fd3fb29f28ccd98222e3ddaf4ee1c7b1,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,37,True,False
support_train:fit:251,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3713eefa0620b44c4f33ba903658d2052fd3fb29f28ccd98222e3ddaf4ee1c7b1,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,243,True,False
support_val:select:75,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3713eefa0620b44c4f33ba903658d2052fd3fb29f28ccd98222e3ddaf4ee1c7b1,select,B,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,121,True,False
support_train:fit:206,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3a27a8c82071345d87210b6a803638672372e1b653d31696de4815e293aa5fd82,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,176,True,False
support_train:fit:220,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3a27a8c82071345d87210b6a803638672372e1b653d31696de4815e293aa5fd82,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,174,True,False
support_val:select:67,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3a27a8c82071345d87210b6a803638672372e1b653d31696de4815e293aa5fd82,select,B,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,177,True,False
support_val:select:72,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap3a27a8c82071345d87210b6a803638672372e1b653d31696de4815e293aa5fd82,select,B,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,178,True,False
support_train:fit:339,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap619f1d3958abd798bfcb17e8eb2a70465e2434f0899ed7b6ef3c25ebc2fbfd875,fit,A,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,9,True,False
support_val:select:125,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap619f1d3958abd798bfcb17e8eb2a70465e2434f0899ed7b6ef3c25ebc2fbfd875,select,A,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai UDP Flooding,H1,197,True,False
support_train:fit:207,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,1,True,False
support_train:fit:208,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,2,True,False
support_train:fit:211,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,58,True,False
support_train:fit:214,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,232,True,False
support_train:fit:218,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,3,True,False
support_train:fit:223,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,114,True,False
support_train:fit:224,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,5,True,False
support_train:fit:225,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,30,True,False
support_train:fit:229,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,6,True,False
support_train:fit:235,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,161,True,False
support_train:fit:236,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,81,True,False
support_train:fit:238,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,22,True,False
support_train:fit:239,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,7,True,False
support_train:fit:241,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,13,True,False
support_train:fit:243,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,9,True,False
support_train:fit:256,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,135,True,False
support_train:fit:257,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,193,True,False
support_train:fit:259,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,15,True,False
support_train:fit:262,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,69,True,False
support_train:fit:263,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,35,True,False
support_train:fit:264,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,fit,B,attack,support_train,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,49,True,False
support_val:select:77,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,select,B,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,42,True,False
support_val:select:83,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap6a0f047b35b029a543d398cb07f25de44a01afb746253d4ddea42343d3ba05600,select,B,attack,support_val,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai GRE Flooding,H2,96,True,False
support_train:fit:16,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,105,True,False
support_train:fit:18,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,133,True,False
support_train:fit:19,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,70,True,False
support_train:fit:20,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,112,True,False
support_train:fit:21,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,39,True,False
support_train:fit:22,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,110,True,False
support_train:fit:23,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,121,True,False
support_train:fit:24,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,68,True,False
support_train:fit:25,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,131,True,False
support_train:fit:26,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,124,True,False
support_train:fit:27,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,132,True,False
support_train:fit:29,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,113,True,False
support_train:fit:30,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,142,True,False
support_train:fit:31,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,77,True,False
support_train:fit:32,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,37,True,False
support_val:select:5,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,109,True,False
support_val:select:6,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,107,True,False
support_val:select:7,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap796c44c2c7a964280776884f4a836bd0e85e4db53474c8c8d05955eef4a3f1d80,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,Ingress Tool Transfer,H1,130,True,False
support_train:fit:1,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,7,True,False
support_train:fit:10,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,1,True,False
support_train:fit:11,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,63,True,False
support_train:fit:13,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,13,True,False
support_train:fit:14,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,17,True,False
support_train:fit:2,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,3,True,False
support_train:fit:3,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,2,True,False
support_train:fit:4,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,20,True,False
support_train:fit:5,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,8,True,False
support_train:fit:6,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,5,True,False
support_train:fit:7,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,29,True,False
support_train:fit:8,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,fit,A,attack,support_train,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,10,True,False
support_val:select:0,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,11,True,False
support_val:select:2,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,80,True,False
support_val:select:3,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap7f92d9ae8eb617bfc71bbdcbeb4978d5add4a9ed452db440db45f7352164b37b0,select,A,attack,support_val,processed/iotsim-combined-cycle-10.csv,combined-cycle,File Download,H1,9,True,False
