chunk_id,certified_subset,status,role,source_csv,source_pcap,attack_label,phase,device,segment_count,pcap_pairing_confidence,requires_pcap_pairing_verification,expected_rows,emitted_rows,missing_rows,certification_rule,future_status
89,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,File Download,tail_gt_10000,ip-camera-street,8,medium_multiple_scenario_candidates,true,1231,1231,0,status_complete_only,active_under_role_access
90,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Ingress Tool Transfer,tail_gt_10000,ip-camera-street,2509,medium_multiple_scenario_candidates,true,3702,3702,0,status_complete_only,active_under_role_access
91,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/merlin/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,ip-camera-street,99,medium_scenario_token_match,false,10011,10011,0,status_complete_only,active_under_role_access
92,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/merlin/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,ip-camera-street,128,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
93,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/merlin/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,ip-camera-street,92,medium_scenario_token_match,false,4996,4996,0,status_complete_only,active_under_role_access
94,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,ip-camera-street,28,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
95,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,ip-camera-street,10,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
96,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,ip-camera-street,20,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
97,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Reporting,tail_gt_10000,ip-camera-street,30,medium_multiple_scenario_candidates,true,74,74,0,status_complete_only,active_under_role_access
98,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/network-scanning/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,TCP Scan,tail_gt_10000,ip-camera-street,938,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
99,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/network-scanning/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,Telnet Brute Force,mixed_phase,ip-camera-street,2952,medium_scenario_token_match,false,15000,15000,0,status_complete_only,active_under_role_access
