global_candidate_id,exact_attack_label,selection_rank_within_label,included_e64,included_e128,device_or_source_group,pcap_path,source_file,timestamp,time_bin,selection_allowed,report_only,sealed_final
cand_00062512,Mirai UDP Flooding,4,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.357741,0,true,false,false
cand_00066503,Mirai UDP Flooding,5,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.390904,2,true,false,false
cand_00064509,Mirai UDP Flooding,6,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.373476,1,true,false,false
cand_00068333,Mirai UDP Flooding,7,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.407002,3,true,false,false
cand_00024656,Mirai UDP Flooding,8,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.623690,0,true,false,false
cand_00028656,Mirai UDP Flooding,9,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.919441,2,true,false,false
cand_00026666,Mirai UDP Flooding,10,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.777975,1,true,false,false
cand_00032641,Mirai UDP Flooding,11,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827162.204027,3,true,false,false
cand_00061493,Mirai UDP Flooding,12,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.348653,0,true,false,false
cand_00065507,Mirai UDP Flooding,13,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.381264,2,true,false,false
cand_00063514,Mirai UDP Flooding,14,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.365704,1,true,false,false
cand_00069490,Mirai UDP Flooding,15,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831813.416340,3,true,false,false
