feature_row_index,extension_row_id,support_version,bank_partition,support_val_phase,source_contract_role,source_csv,source_group,exact_attack_label,mechanism_family,source_segment_id,csv_row_index,csv_timestamp_epoch,pcap_member,pcap_packet_index,packet_timestamp_epoch,timestamp_delta_us,timestamp_alignment_status,feature_dim,feature_vector_sha256,frontend,state_strategy,raw_label_column_read,raw_label_use,selection_allowed,report_only,sealed_final,forbidden_for_fit,forbidden_for_threshold,forbidden_for_model_selection,temporal_admissibility,same_capture_candidate_after_frozen_query,frozen_query_first_epoch,frozen_query_last_epoch,quarantine_reason
35,ckbr_7268554e0152b245d5c3,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2724,39619,1737236731.070577,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,105548,1737236731.070577,0.000000000,within_2us_epoch_match,115,c4f48af064cdaa9875fc30ef03cd12ee349677072a6be911fcb2551718a6d79a,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
36,ckbr_916b5d85814e334a727c,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2726,39722,1737236732.054677,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,105705,1737236732.054677,0.000000000,within_2us_epoch_match,115,e489eee2f49ac704a79316bfc6489ae79f2909feb1df04040ebff2d3b166ce26,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
37,ckbr_e1c6da73f61bdd40269b,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2728,39838,1737236735.284616,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,105962,1737236735.284616,0.000000000,within_2us_epoch_match,115,851c962a602584805d9d6d288342500ea9ebeb7f3b5db1a811f0dd4dbcdea141,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
38,ckbr_d62c90f78cd8b7792a7b,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2730,39904,1737236738.628016,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106193,1737236738.628016,0.000000000,within_2us_epoch_match,115,5251a93dcf5ad083b1329a56caee03194b3d54ad93c1bcdd240647d24c58b701,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
39,ckbr_60d3abbee3ca8448c767,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2732,39979,1737236741.136075,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106367,1737236741.136075,0.000000000,within_2us_epoch_match,115,2321c11cc3d1578adbeea0fb2e4ccc70d38f7d9a050b94c7b805b61242ec1db4,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
40,ckbr_49b5b99522deace70281,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2734,40011,1737236741.588319,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106426,1737236741.588319,0.000000000,within_2us_epoch_match,115,8bd390fbc7cd4e1cfc6984392dd15fcfe9b3b987f0e6c455b0725d3c91a8c179,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
41,ckbr_2f8a204e84294923f80a,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2736,40053,1737236743.019543,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106515,1737236743.019543,0.000000000,within_2us_epoch_match,115,10ed25f23a1c00882b9c5fac66c33cf77b35f230c6d9db6563ae77794c34899b,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
42,ckbr_6c20beee03c0c5191674,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2738,40173,1737236745.285754,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106753,1737236745.285754,0.000000000,within_2us_epoch_match,115,81dcbb70594ea0d92658c01059a3203730232f14aab857f41e440aa46d3da8c8,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
43,ckbr_89806ba692388d1a08fb,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2740,40193,1737236745.528847,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,106773,1737236745.528847,0.000000000,within_2us_epoch_match,115,e54bd887848038d445f7781852fef628292b96c9aff9181b6379d35949ff7b96,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
44,ckbr_7871f59114d2e56fb8ba,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2742,40282,1737236748.69041,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107009,1737236748.690410,0.000000000,within_2us_epoch_match,115,9137fc80e5b1fc4bda84e2061b442f57b554a397502f3960ef872649eb81d526,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
45,ckbr_95d573e6ea786ac595c3,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2744,40290,1737236748.737286,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107017,1737236748.737286,0.000000000,within_2us_epoch_match,115,b041fabaed0b0a6041676318a5417bd65226c527a1a89501aeab78b55d3e6ebc,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
46,ckbr_aab88ff5c3df19d5d4db,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2746,40295,1737236748.779464,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107030,1737236748.779464,0.000000000,within_2us_epoch_match,115,fa84ab3277de952d67605eeaf923ac7283efd871dd0a2081ac35023e396b19a2,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
47,ckbr_e02010c62adfd0378b3a,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2748,40301,1737236748.822711,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107036,1737236748.822711,0.000000000,within_2us_epoch_match,115,94733794e298bd278c5a2d1343f1e232d155c6c68a8e9754b2301a5967afd424,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
48,ckbr_c7afa3794b32b17fc0de,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2750,40323,1737236749.034439,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107071,1737236749.034439,0.000000000,within_2us_epoch_match,115,2bb0f48d1a2958983b8adf85ade0d29473d022cf456aa986a1e58da79e1abe5c,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
49,ckbr_f9e3fe44ff007049cf2b,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2752,40388,1737236751.709958,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107312,1737236751.709958,0.000000000,within_2us_epoch_match,115,974b6e21cf15277f3fd205c7d7147dbd4a32b7868c28fa552f20da9e68597e70,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
50,ckbr_463c1624e775a7b37ab2,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2754,40394,1737236751.753737,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107318,1737236751.753737,0.000000000,within_2us_epoch_match,115,53f915f7cf300d4c10e86bd6c192384c6cf03c0bdb4738c6b1f705f327f81639,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
51,ckbr_1569dc034c6766ff6317,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2756,40428,1737236752.026723,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107360,1737236752.026723,0.000000000,within_2us_epoch_match,115,61707cb6682190f42d611b6b2e0910604474793689a32505d90e5daadb0f20ef,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
52,ckbr_f6b4c09ac048f3913397,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2758,40526,1737236756.202384,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107719,1737236756.202384,0.000000000,within_2us_epoch_match,115,7e2e8028673e4f2482d6a9db5a1d2c1d9bfdab204cd619445dac8cbbb63d742b,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
53,ckbr_1a0ddd9d85f51e53d403,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2760,40594,1737236758.329531,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,107903,1737236758.329531,0.000000000,within_2us_epoch_match,115,0f3bdb5f1bb21b41cb80aa66436f65be62c00ac3777a2df5d73d848e57d21229,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
54,ckbr_6b586857e1b83325c031,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2762,40645,1737236760.468662,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108037,1737236760.468662,0.000000000,within_2us_epoch_match,115,64f02aad4dad147702c87465e59aeb7abbce407367219e84c39b4d75a270c78d,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
55,ckbr_b8378ead6a0c1ad3b203,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2764,40756,1737236763.432482,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108298,1737236763.432482,0.000000000,within_2us_epoch_match,115,8bbe7743a8f3d35b25bc5b0128485575e217759d37f3aef1b92a60954057c01a,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
56,ckbr_b3c9566259ae58474e6f,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2766,40882,1737236765.279676,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108536,1737236765.279676,0.000000000,within_2us_epoch_match,115,07f67def97c02274b7a83cee3476266d975c88442ebc82e647bef3798f84c522,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
57,ckbr_924299a86e6e9284a756,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2768,40973,1737236767.067565,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108744,1737236767.067565,0.000000000,within_2us_epoch_match,115,3bf6bc1fcf6ad6d80db805877c20b71aa618eb22f2a767d1351670f423af2550,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
58,ckbr_45a5c5b36cf99c37e5d0,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2770,41017,1737236768.752251,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108861,1737236768.752251,0.000000000,within_2us_epoch_match,115,d6970f7d18f1377b22f5dd9c3ba309e03d7a00bdbe7719f0d6b1f98e746c0c99,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
59,ckbr_2c433628015b06d6dca5,support_v2_candidate_quarantined_materialized_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2772,41024,1737236768.796638,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,108871,1737236768.796638,0.000000000,within_2us_epoch_match,115,60dcd48aefaf9c94563bcc364c100f432cfd91409da7a4032704c4c196f3d85b,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
60,ckbr_da8cd53c928597fc4714,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2774,41121,1737236770.449269,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109070,1737236770.449269,0.000000000,within_2us_epoch_match,115,bd604da0409fd3e0dc2a7ab1a4a4e29f0097e2fad8489b9e042a96c67bc1a41e,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
61,ckbr_2d3075a35d31dd8a43a6,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2776,41126,1737236770.493537,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109075,1737236770.493537,0.000000000,within_2us_epoch_match,115,b85e0da0abaf96b58cbcc1f061576d9fbe678b05b84fa4352b08fdea127dc213,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
62,ckbr_6aad657eb4072d2bae81,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2778,41185,1737236772.037138,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109206,1737236772.037138,0.000000000,within_2us_epoch_match,115,d40a06ac1d95515414cf966aace66b05743608bc2ab8b6ef8ec8f5dae8934db8,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
63,ckbr_f6d634771de517de6c4b,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2780,41282,1737236773.662948,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109383,1737236773.662948,0.000000000,within_2us_epoch_match,115,5981d6a491261bfc1771433aed3d4f0fe1b8ba2bf568e5d6e952ef50e70e85c4,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
64,ckbr_5863e43af8c7312869ee,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2782,41375,1737236775.045057,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109557,1737236775.045057,0.000000000,within_2us_epoch_match,115,30dfeb8230158a1e68892c4f8272bf49ed47635ad831f3420c0be641c653cadf,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
65,ckbr_d94fce7015e26e3f0d77,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2784,41446,1737236776.381901,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109703,1737236776.381901,0.000000000,within_2us_epoch_match,115,dbef8a0be2ebc7d387698332d456e77a99b7adefb6687421a22d27ae62ec619b,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
66,ckbr_93177686ecf5bd83a7b6,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2786,41512,1737236777.918482,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109832,1737236777.918482,0.000000000,within_2us_epoch_match,115,fa9b1c9bc2917fc18edb1e53cad9233ec6269cb95c75baeb6afe507991c3021d,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
67,ckbr_a5a234f15958da97c3ba,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2788,41574,1737236779.617894,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109983,1737236779.617894,0.000000000,within_2us_epoch_match,115,e2efd397d2a0bd7e08ce0ad201bb10e36dfd73ed93de4a853d6c71020647ffe3,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
68,ckbr_bf7db4edf8fc269a0a34,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2790,41579,1737236779.623113,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,109988,1737236779.623113,0.000000000,within_2us_epoch_match,115,c7ad41d7a0d9b07153a8b70fb6c7b836682106cce7c5c35b2585cd8c2df24b4e,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
69,ckbr_c88488f594edc9a4d766,support_v2_candidate_quarantined_materialized_v1,support_val,fit,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2792,41587,1737236779.67022,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,110004,1737236779.670220,0.000000000,within_2us_epoch_match,115,1175168df6e2613c96b5d24c1a6a36dad9aa1daef896022bfc93161aed559449,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
70,ckbr_21b2a118123e9fc8abc4,support_v2_candidate_quarantined_materialized_v1,support_val,select,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2794,41637,1737236780.917786,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,110099,1737236780.917786,0.000000000,within_2us_epoch_match,115,9ebfb34fcf416e89fce5803d0b44ce8243fa8c82949b747367fff39361ab9425,vendored_mature_Kitsune_AfterImage_RestoredNetStat115,frozen_id_train_state_then_source_local_online_current_packet_inclusive,True,offline_exact_support_materialization_only,False,False,False,True,True,True,False,True,1737236014.326398,1737236386.608933,same_capture_candidate_occurs_after_already_frozen_future_query
