csv_member,segment_id,label,segment_start_row,segment_end_row,segment_rows,phase_at_start,materialization_allowed_role,notes
processed/iotsim-combined-cycle-10.csv,2432,TCP Scan,40350,40353,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2433,Ingress Tool Transfer,40354,40354,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2434,TCP Scan,40355,40364,10,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2435,Ingress Tool Transfer,40365,40366,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2436,TCP Scan,40367,40376,10,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2437,Ingress Tool Transfer,40377,40378,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2438,TCP Scan,40379,40382,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2439,Ingress Tool Transfer,40383,40384,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2440,TCP Scan,40385,40393,9,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2441,Ingress Tool Transfer,40394,40395,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2442,TCP Scan,40396,40397,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2443,Ingress Tool Transfer,40398,40398,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2444,TCP Scan,40399,40402,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2445,Ingress Tool Transfer,40403,40404,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2446,TCP Scan,40405,40408,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2447,Ingress Tool Transfer,40409,40409,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2448,TCP Scan,40410,40410,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2449,Ingress Tool Transfer,40411,40411,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2450,TCP Scan,40412,40415,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2451,Ingress Tool Transfer,40416,40416,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2452,TCP Scan,40417,40419,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2453,Ingress Tool Transfer,40420,40422,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2454,TCP Scan,40423,40442,20,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2455,Telnet Brute Force,40443,40451,9,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2456,TCP Scan,40452,40815,364,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2457,Ingress Tool Transfer,40816,40816,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2458,TCP Scan,40817,40826,10,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2459,Ingress Tool Transfer,40827,40828,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2460,TCP Scan,40829,40830,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2461,Ingress Tool Transfer,40831,40831,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2462,TCP Scan,40832,40833,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2463,Ingress Tool Transfer,40834,40834,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2464,TCP Scan,40835,40835,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2465,Ingress Tool Transfer,40836,40837,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2466,TCP Scan,40838,40841,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2467,Ingress Tool Transfer,40842,40844,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2468,TCP Scan,40845,40848,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2469,Ingress Tool Transfer,40849,40849,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2470,TCP Scan,40850,40852,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2471,Ingress Tool Transfer,40853,40854,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2472,TCP Scan,40855,40856,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2473,Ingress Tool Transfer,40857,40857,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2474,TCP Scan,40858,40865,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2475,Ingress Tool Transfer,40866,40866,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2476,TCP Scan,40867,40872,6,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2477,Ingress Tool Transfer,40873,40873,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2478,TCP Scan,40874,40876,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2479,Ingress Tool Transfer,40877,40878,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2480,TCP Scan,40879,40886,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2481,Telnet Brute Force,40887,40890,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2482,TCP Scan,40891,40891,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2483,Telnet Brute Force,40892,40896,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2484,TCP Scan,40897,40921,25,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2485,Ingress Tool Transfer,40922,40922,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2486,TCP Scan,40923,41061,139,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2487,Ingress Tool Transfer,41062,41063,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2488,TCP Scan,41064,41082,19,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2489,Ingress Tool Transfer,41083,41084,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2490,TCP Scan,41085,41098,14,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2491,Ingress Tool Transfer,41099,41100,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2492,TCP Scan,41101,41107,7,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2493,Ingress Tool Transfer,41108,41109,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2494,TCP Scan,41110,41115,6,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2495,Ingress Tool Transfer,41116,41116,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2496,TCP Scan,41117,41127,11,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2497,Ingress Tool Transfer,41128,41128,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2498,TCP Scan,41129,41131,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2499,Ingress Tool Transfer,41132,41134,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2500,TCP Scan,41135,41139,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2501,Ingress Tool Transfer,41140,41140,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2502,TCP Scan,41141,41143,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2503,Ingress Tool Transfer,41144,41146,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2504,TCP Scan,41147,41185,39,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2505,Ingress Tool Transfer,41186,41189,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2506,TCP Scan,41190,41192,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2507,Ingress Tool Transfer,41193,41193,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2508,TCP Scan,41194,41195,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2509,Ingress Tool Transfer,41196,41197,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2510,TCP Scan,41198,41198,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2511,Ingress Tool Transfer,41199,41199,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2512,TCP Scan,41200,41203,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2513,Ingress Tool Transfer,41204,41205,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2514,TCP Scan,41206,41579,374,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2515,Ingress Tool Transfer,41580,41580,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2516,TCP Scan,41581,41585,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2517,Ingress Tool Transfer,41586,41587,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2518,TCP Scan,41588,41588,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2519,Ingress Tool Transfer,41589,41589,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2520,TCP Scan,41590,41615,26,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2521,Ingress Tool Transfer,41616,41616,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2522,TCP Scan,41617,41769,153,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2523,Ingress Tool Transfer,41770,41771,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2524,TCP Scan,41772,41778,7,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2525,Ingress Tool Transfer,41779,41779,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2526,TCP Scan,41780,41788,9,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2527,Ingress Tool Transfer,41789,41789,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2528,TCP Scan,41790,41797,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2529,Ingress Tool Transfer,41798,41799,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2530,TCP Scan,41800,41800,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2531,Ingress Tool Transfer,41801,41803,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2532,TCP Scan,41804,41811,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2533,Ingress Tool Transfer,41812,41812,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2534,TCP Scan,41813,41821,9,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2535,Ingress Tool Transfer,41822,41823,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2536,TCP Scan,41824,41824,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2537,Ingress Tool Transfer,41825,41825,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2538,TCP Scan,41826,41835,10,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2539,Ingress Tool Transfer,41836,41837,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2540,TCP Scan,41838,41859,22,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2541,Ingress Tool Transfer,41860,41860,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2542,TCP Scan,41861,41866,6,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2543,Ingress Tool Transfer,41867,41868,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2544,TCP Scan,41869,41871,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2545,Ingress Tool Transfer,41872,41872,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2546,TCP Scan,41873,41876,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2547,Ingress Tool Transfer,41877,41878,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2548,TCP Scan,41879,41883,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2549,Ingress Tool Transfer,41884,41884,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2550,TCP Scan,41885,41896,12,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2551,Telnet Brute Force,41897,41899,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2552,Ingress Tool Transfer,41900,41900,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2553,Telnet Brute Force,41901,41901,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2554,Ingress Tool Transfer,41902,41902,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2555,Telnet Brute Force,41903,41905,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2556,Ingress Tool Transfer,41906,41906,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2557,TCP Scan,41907,41907,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2558,Telnet Brute Force,41908,41910,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2559,TCP Scan,41911,41914,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2560,Ingress Tool Transfer,41915,41915,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2561,TCP Scan,41916,41918,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2562,Ingress Tool Transfer,41919,41920,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2563,TCP Scan,41921,41922,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2564,Ingress Tool Transfer,41923,41923,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2565,TCP Scan,41924,41936,13,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2566,Telnet Brute Force,41937,41938,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2567,TCP Scan,41939,41940,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2568,Telnet Brute Force,41941,41943,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2569,TCP Scan,41944,41951,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2570,Telnet Brute Force,41952,41954,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2571,TCP Scan,41955,41959,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2572,Telnet Brute Force,41960,41965,6,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2573,TCP Scan,41966,42131,166,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2574,Ingress Tool Transfer,42132,42132,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2575,TCP Scan,42133,42133,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2576,Telnet Brute Force,42134,42137,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2577,Ingress Tool Transfer,42138,42139,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2578,Telnet Brute Force,42140,42142,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2579,Ingress Tool Transfer,42143,42143,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2580,Telnet Brute Force,42144,42146,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2581,TCP Scan,42147,42149,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2582,Ingress Tool Transfer,42150,42150,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2583,TCP Scan,42151,42152,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2584,Ingress Tool Transfer,42153,42153,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2585,TCP Scan,42154,42154,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2586,Telnet Brute Force,42155,42159,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2587,TCP Scan,42160,42160,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2588,Telnet Brute Force,42161,42162,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2589,TCP Scan,42163,42165,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2590,Ingress Tool Transfer,42166,42166,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2591,Telnet Brute Force,42167,42167,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2592,Ingress Tool Transfer,42168,42168,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2593,TCP Scan,42169,42172,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2594,Telnet Brute Force,42173,42173,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2595,TCP Scan,42174,42174,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2596,Telnet Brute Force,42175,42179,5,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2597,TCP Scan,42180,42202,23,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2598,Ingress Tool Transfer,42203,42203,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2599,TCP Scan,42204,42206,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2600,Ingress Tool Transfer,42207,42207,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2601,TCP Scan,42208,42208,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2602,Ingress Tool Transfer,42209,42209,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2603,TCP Scan,42210,42212,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2604,Ingress Tool Transfer,42213,42213,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2605,TCP Scan,42214,42224,11,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2606,Ingress Tool Transfer,42225,42225,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2607,TCP Scan,42226,42226,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2608,Ingress Tool Transfer,42227,42229,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2609,TCP Scan,42230,42418,189,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2610,Ingress Tool Transfer,42419,42422,4,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2611,TCP Scan,42423,42425,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2612,Ingress Tool Transfer,42426,42426,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2613,TCP Scan,42427,42429,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2614,Ingress Tool Transfer,42430,42430,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2615,TCP Scan,42431,42436,6,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2616,Ingress Tool Transfer,42437,42437,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2617,TCP Scan,42438,42445,8,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2618,Ingress Tool Transfer,42446,42447,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2619,TCP Scan,42448,42450,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2620,Ingress Tool Transfer,42451,42451,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2621,TCP Scan,42452,42471,20,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2622,Ingress Tool Transfer,42472,42472,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2623,TCP Scan,42473,42474,2,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2624,Ingress Tool Transfer,42475,42475,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2625,TCP Scan,42476,42478,3,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-combined-cycle-10.csv,2626,Ingress Tool Transfer,42479,42479,1,tail_gt_10000,attack_support_candidate_pool,support_candidate_file_only
