sample_id,asset_version,source_role,exact_attack_label,semantic_attack_group,region_id,phase,segment_id,source_file,device_or_source_group,pcap_path,csv_path,csv_row_index,pcap_packet_index,csv_timestamp,pcap_timestamp,timestamp_alignment_status,selection_round,selection_reason,selection_rank_within_label,bank_partition,memory_status,provenance_hash,global_candidate_id,chunk_id,row_index_within_chunk,feature_row_index_global,state_strategy
support_000106,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9835079,471167,1737131656.501924,1737131656.501924,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,23,support_val,active,8d4ae3c8311d4631a4e91d40ea855f004d76c066fafc0158134e7b45a6935c9d,cand_00038234,10,1744,38234,train_state_then_eval_online_past_only
support_000107,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1482451,1961,1737131854.577930,1737131854.577930,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,24,support_train,active,2120260ba44cba60df74e1e78738e293a966eea8e5814416db9f45b0fd61d0f0,cand_00001653,1,1653,1653,train_state_then_eval_online_past_only
support_000108,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833235,469323,1737131655.636567,1737131655.636567,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,25,support_train,active,99ee62048ec27e3dbeb4670be70ecc421feeb4e565b15d5a472318bfc07e9d6d,cand_00036524,10,34,36524,train_state_then_eval_online_past_only
support_000109,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1480884,394,1737131854.015762,1737131854.015762,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,26,support_train,active,ab6c14f153e497fc2f6cb83f7c4e0878bf5866ec2fc3a006e1e8b36fe82fd5a5,cand_00000086,1,86,86,train_state_then_eval_online_past_only
support_000110,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833199,469287,1737131655.602621,1737131655.602621,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,27,support_val,active,118a58627a737ba3c3aba8a0cbda0974b910720cd0657a28b6800a4b194897d0,cand_00036491,10,1,36491,train_state_then_eval_online_past_only
support_000111,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834457,470545,1737131656.199386,1737131656.199386,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,28,support_train,active,438b416bba10b02937652f84b0d6bcde2208d3fde6ea5184b62e89a5be050490,cand_00037645,10,1155,37645,train_state_then_eval_online_past_only
support_000112,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833481,469569,1737131655.797029,1737131655.797029,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,29,support_train,active,a8e36eee6c9d36a0429fa1a85300fc8762a1756f741893aecee4ffaa5f402a83,cand_00036744,10,254,36744,train_state_then_eval_online_past_only
support_000113,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833633,469721,1737131655.811818,1737131655.811818,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,30,support_train,active,7b9938b506fc091c11d7e98319511fadf4412a3e9b3be610a182c1b500080a7b,cand_00036894,10,404,36894,train_state_then_eval_online_past_only
support_000114,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833413,469501,1737131655.792928,1737131655.792928,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,31,support_val,active,d4b06fe4d3a3e3df7b7aa1a326d8fa2a166f03f194f19fe91defc474eb86171e,cand_00036676,10,186,36676,train_state_then_eval_online_past_only
support_000115,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1481143,653,1737131854.020870,1737131854.020870,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,32,support_train,active,42244478b963721fdb16e284c6fbef5c2de9c2ec4f96435bd4759031950c0b4c,cand_00000345,1,345,345,train_state_then_eval_online_past_only
support_000116,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834116,470204,1737131656.039022,1737131656.039022,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,33,support_train,active,5f9e9bbacc08d6c20151c4ac4611bd9247ca23598d5022c348067d3576de232a,cand_00037333,10,843,37333,train_state_then_eval_online_past_only
support_000117,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833880,469968,1737131655.927105,1737131655.927105,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,34,support_train,active,75c9402ca6010a914431efdd84a977c03a67d1023f9924c9ede6e0613088fcff,cand_00037118,10,628,37118,train_state_then_eval_online_past_only
support_000118,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9835139,471227,1737131656.522858,1737131656.522858,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,35,support_val,active,5291fbb6ff7c5bdac6078490765758ad72a4a029c680f474c27be1ceecf83334,cand_00038274,10,1784,38274,train_state_then_eval_online_past_only
support_000119,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834382,470470,1737131656.171538,1737131656.171538,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,36,support_train,active,7cab6b5e59b3af6fe900777875b40307c98899d3dd94375f865d69a2cefb6ec6,cand_00037592,10,1102,37592,train_state_then_eval_online_past_only
support_000120,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9835456,471544,1737131656.682881,1737131656.682881,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,37,support_train,active,d62e9c7fc5549ae09b1683d6faea002ddae3a809677834b9d3317c13cc20954f,cand_00038584,10,2094,38584,train_state_then_eval_online_past_only
support_000121,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833324,469412,1737131655.723995,1737131655.723995,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,38,support_train,active,56cc0f90dfce9fe5c34366f6f27e969051bf0b2bec1178723eaacaa9c7149743,cand_00036609,10,119,36609,train_state_then_eval_online_past_only
support_000122,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1480800,310,1737131854.014009,1737131854.014009,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,39,support_val,active,0eb3bcf34aa43a7eea37f554705f388c971279d8324859d1f6d0bc0e63d4d8b7,cand_00000002,1,2,2,train_state_then_eval_online_past_only
support_000123,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1481332,842,1737131854.024492,1737131854.024492,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,40,support_train,active,315aa569507d4a303b825896c285a1fc3b93faabeba7ec254dbde3f66628c4b6,cand_00000534,1,534,534,train_state_then_eval_online_past_only
support_000124,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833303,469391,1737131655.702357,1737131655.702357,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,41,support_train,active,3e93813827922b7e911f11aac8f984c71f3d2774c6f62c999d910c405e34bb85,cand_00036588,10,98,36588,train_state_then_eval_online_past_only
support_000125,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833777,469865,1737131655.884900,1737131655.884900,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,42,support_train,active,c059e5b28d28e2b1be4eb6a87773a9607f493975f01e9d56fca56626220960d4,cand_00037036,10,546,37036,train_state_then_eval_online_past_only
support_000126,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834797,470885,1737131656.361115,1737131656.361115,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,43,support_val,active,fe942aa02963ed558a8b13343d7a6fbea9c9a3128d0423aa8b93d2ff075bcc5d,cand_00037959,10,1469,37959,train_state_then_eval_online_past_only
support_000127,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834799,470887,1737131656.362223,1737131656.362223,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,44,support_train,active,b6c455b47b245bbe4e2f9eeede338b1180d60a128c5fcff61c2006fbc0964f44,cand_00037961,10,1471,37961,train_state_then_eval_online_past_only
support_000128,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834114,470202,1737131656.037756,1737131656.037756,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,45,support_train,active,c6469534866905682964ecd6118aa2e410c1300250b527e344a78ec31bfe46e3,cand_00037331,10,841,37331,train_state_then_eval_online_past_only
support_000129,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9835479,471567,1737131656.684979,1737131656.684979,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,46,support_train,active,10b0831162f21d4ba14a0088ccb6220f504ff05fba88307c40c827c7e9432c2d,cand_00038588,10,2098,38588,train_state_then_eval_online_past_only
support_000130,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9835081,471169,1737131656.503195,1737131656.503195,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,47,support_val,active,671657913e0cdda9b82d52aaff40596fe6d24f0c0fccd2e35412d1b8f4a08cd6,cand_00038236,10,1746,38236,train_state_then_eval_online_past_only
support_000131,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1481667,1177,1737131854.174425,1737131854.174425,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,48,support_train,active,73759d5c9fa73e60ead2775f6668dbcaf1d522b06922b858dea3cd6d379b5fea,cand_00000869,1,869,869,train_state_then_eval_online_past_only
support_000132,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833268,469356,1737131655.668463,1737131655.668463,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,49,support_train,active,8f0f4a6fb8bffa6fa2b8da93996cd711ad9bb06c9c923d59803c6e8fef812bdc,cand_00036555,10,65,36555,train_state_then_eval_online_past_only
support_000133,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9834240,470328,1737131656.100491,1737131656.100491,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,50,support_train,active,de4cf0fed34acc2739c9d3f409ba1de8bebd2e38b8399e36b2addd84eac32099,cand_00037454,10,964,37454,train_state_then_eval_online_past_only
support_000134,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833208,469296,1737131655.608797,1737131655.608797,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,51,support_val,active,e8a63fbc2fca05eaa7e300c10072549fc56fdd6f4d94d9e7b60a6c86b584862c,cand_00036497,10,7,36497,train_state_then_eval_online_past_only
support_000135,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1482145,1655,1737131854.421055,1737131854.421055,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,52,support_train,active,554d600d4dd1ce897493ad18da21c47d34a306ec905d8e07388fe5f8718598e6,cand_00001347,1,1347,1347,train_state_then_eval_online_past_only
support_000136,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_bd932a2b754c,tail_gt_10000,2851,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1482800,2310,1737131854.758524,1737131854.758524,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,53,support_train,active,7e7fb3ccb6fbf714368055aacf857cec921768fa3650058a9a3dc95f864be55b,cand_00002002,1,2002,2002,train_state_then_eval_online_past_only
support_000137,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833228,469316,1737131655.629358,1737131655.629358,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,54,support_train,active,793d4e7226d5dd730228882904fb5c12cf11a351acc1cf7c538346b315ea30d8,cand_00036517,10,27,36517,train_state_then_eval_online_past_only
support_000138,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833217,469305,1737131655.618051,1737131655.618051,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,55,support_val,active,6ad3e408265969dec4c113f86a09985997a9c6058a983dc070bc6dac7b0ad4a1,cand_00036506,10,16,36506,train_state_then_eval_online_past_only
support_000139,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin ICMP Flooding,merlin,region_e8c67037b292,tail_gt_10000,12753,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,9833437,469525,1737131655.793962,1737131655.793962,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,56,support_train,active,60b57fbcc814bf1f05d25d3a4cc8b451b00390f1365d120a272b10a08105467b,cand_00036700,10,210,36700,train_state_then_eval_online_past_only
support_000140,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10039575,675736,1737132810.837680,1737132810.837680,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,0,support_train,active,3a2ab966b651bc2014e23dca8f4a84216d5dfd01fc6d2e853b853a29d65f79ca,cand_00041481,11,2489,41481,train_state_then_eval_online_past_only
support_000141,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10039915,676075,1737132810.997616,1737132810.997615,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,1,support_train,active,36c5753eb34c8f7783f20ed2d81d34eec42381706ecb5962d3d80652c8cb3e66,cand_00041792,11,2800,41792,train_state_then_eval_online_past_only
support_000142,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10042264,678424,1737132812.118981,1737132812.118979,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,2,support_train,active,c13fd98a1ec137c6aba0f2d48475cafd63f1633ff7dd0d9c6d662eab8ed2e6d3,cand_00043959,11,4967,43959,train_state_then_eval_online_past_only
support_000143,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10036900,673061,1737132809.554342,1737132809.554342,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,3,support_val,active,412926c9a911e5f597cbf3d706ddc305b14da7f16d3d9dc83fb8da855e276619,cand_00038998,11,6,38998,train_state_then_eval_online_past_only
support_000144,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10036895,673056,1737132809.549626,1737132809.549626,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,4,support_train,active,6227fd08a7d9b6d10fe8ba2ae1b215528f4dd4b7c38fc2906855e96b01d38684,cand_00038993,11,1,38993,train_state_then_eval_online_past_only
support_000145,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10036894,673055,1737132809.548598,1737132809.548598,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,5,support_train,active,84e8618000982a38ddc1887b287fe81bac1e4d275c6b80629c8945e703d2987f,cand_00038992,11,0,38992,train_state_then_eval_online_past_only
support_000146,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_077018d36485,tail_gt_10000,2869,processed/iotsim-city-power-1.csv,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1495451,15011,1737132980.788627,1737132980.788627,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,6,support_train,active,b1040d950a4c2fc4ceb064bb96f582de80962d147b8013db194e7df49d607790,cand_00002397,2,4,2397,train_state_then_eval_online_past_only
support_000147,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Merlin TCP Flooding,merlin,region_45769f242726,tail_gt_10000,13272,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,10036910,673071,1737132809.559150,1737132809.559150,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,7,support_val,active,1cc2834e9d61f81c13659931bb30dcc56d7e74fbb2523b57a7b01650cff83748,cand_00039008,11,16,39008,train_state_then_eval_online_past_only
