csv_archive_path,inferred_device,inferred_protocol,candidate_pcap_archive_path,filename_token_match,path_token_match,device_token_match,protocol_token_match,csv_row_count,csv_frame_number_min,csv_frame_number_max,csv_timestamp_min,csv_timestamp_max,candidate_pcap_file_size,pcap_packet_count_if_available,pcap_first_timestamp_if_available,pcap_last_timestamp_if_available,pcap_metadata_status,packet_count_vs_csv_row_count_status,timestamp_range_overlap_status,pairing_confidence_old,pairing_confidence_new,unresolved_reason
processed/iotsim-cooler-motor-15.csv,cooler-motor,tls,raw/benign/iotsim-cooler-motor-15_0-0_to_OpenvSwitch-20_5-0.pcap,true,true,true,false,22468,,,2025-01-14T18:40:12.627200Z,2025-01-14T20:47:25.499289Z,3260054,23225,2025-01-14T18:40:12.627200Z,2025-01-14T20:47:25.499289Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-cooler-motor-6.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-6_0-0_to_OpenvSwitch-18_6-0.pcap,true,true,true,false,22468,,,2025-01-14T18:40:04.947695Z,2025-01-14T20:47:18.306831Z,2930996,23213,2025-01-14T18:40:04.947695Z,2025-01-14T20:47:18.306831Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-hydraulic-system-5.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-5_0-0_to_OpenvSwitch-15_5-0.pcap,true,true,true,false,2503,,,2025-01-14T18:40:11.488598Z,2025-01-14T20:46:55.843386Z,1294454,3873,2025-01-14T18:40:03.680003Z,2025-01-14T20:46:55.843386Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-11.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-11_0-0_to_OpenvSwitch-21_1-0.pcap,true,true,true,false,22001,,,2025-01-14T18:40:22.561619Z,2025-01-14T20:47:25.217326Z,5205993,22699,2025-01-14T18:40:13.922175Z,2025-01-14T20:47:25.217326Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-tls-3.csv,combined-cycle-tls,dtls,raw/benign/iotsim-combined-cycle-tls-3_0-0_to_OpenvSwitch-14_3-0.pcap,true,true,true,false,1944,,,2025-01-14T18:44:58.964595Z,2025-01-14T20:45:08.918653Z,270607,2818,2025-01-14T18:39:57.535830Z,2025-01-14T20:46:04.913150Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-tls-1.csv,combined-cycle-tls,dtls,raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap,true,true,true,false,1944,,,2025-01-14T18:44:52.363380Z,2025-01-14T20:45:03.545631Z,270551,2818,2025-01-14T18:40:03.680362Z,2025-01-14T20:46:04.913429Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-13.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-13_0-0_to_OpenvSwitch-21_3-0.pcap,true,true,true,false,22011,,,2025-01-14T18:40:23.623276Z,2025-01-14T20:47:19.109002Z,5203154,22703,2025-01-14T18:40:14.430518Z,2025-01-14T20:47:19.109002Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-7.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-7_0-0_to_OpenvSwitch-15_7-0.pcap,true,true,true,false,2501,,,2025-01-14T18:40:12.418615Z,2025-01-14T20:46:56.226784Z,1290154,3808,2025-01-14T18:40:03.680724Z,2025-01-14T20:46:56.226784Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-cooler-motor-4.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-4_0-0_to_OpenvSwitch-18_4-0.pcap,true,true,true,false,22478,,,2025-01-14T18:40:04.613872Z,2025-01-14T20:47:18.210249Z,2932722,23229,2025-01-14T18:40:04.613872Z,2025-01-14T20:47:18.210249Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-cooler-motor-5.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-5_0-0_to_OpenvSwitch-18_5-0.pcap,true,true,true,false,22471,,,2025-01-14T18:40:06.176131Z,2025-01-14T20:47:19.392931Z,2930704,23206,2025-01-14T18:40:06.176131Z,2025-01-14T20:47:19.392931Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-hydraulic-system-6.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-6_0-0_to_OpenvSwitch-15_6-0.pcap,true,true,true,false,2502,,,2025-01-14T18:40:11.925599Z,2025-01-14T20:47:07.489561Z,1291054,3806,2025-01-14T18:40:03.680446Z,2025-01-14T20:47:07.489561Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-12.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-12_0-0_to_OpenvSwitch-21_2-0.pcap,true,true,true,false,22016,,,2025-01-14T18:40:22.928603Z,2025-01-14T20:47:24.232729Z,5208658,22709,2025-01-14T18:40:13.922149Z,2025-01-14T20:47:24.232729Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-tls-4.csv,combined-cycle-tls,dtls,raw/benign/iotsim-combined-cycle-tls-4_0-0_to_OpenvSwitch-14_4-0.pcap,true,true,true,false,1944,,,2025-01-14T18:45:02.010437Z,2025-01-14T20:45:11.521677Z,270637,2819,2025-01-14T18:39:58.049795Z,2025-01-14T20:46:04.913278Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-2.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-2_0-0_to_OpenvSwitch-15_2-0.pcap,true,true,true,false,2501,,,2025-01-14T18:40:10.397697Z,2025-01-14T20:46:47.832293Z,1287122,3765,2025-01-14T18:40:03.680754Z,2025-01-14T20:46:47.916910Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-cooler-motor-1.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-13_0-0_to_OpenvSwitch-20_3-0.pcap,true,true,true,false,157310,,,2025-01-14T18:40:05.825023Z,2025-01-14T20:47:25.499289Z,3259762,23217,2025-01-14T18:40:12.222115Z,2025-01-14T20:47:25.220764Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-3.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-3_0-0_to_OpenvSwitch-15_3-0.pcap,true,true,true,false,2499,,,2025-01-14T18:40:10.869664Z,2025-01-14T20:46:52.809023Z,1293268,3863,2025-01-14T18:40:03.680151Z,2025-01-14T20:46:57.133429Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-tls-5.csv,combined-cycle-tls,dtls,raw/benign/iotsim-combined-cycle-tls-5_0-0_to_OpenvSwitch-14_5-0.pcap,true,true,true,false,1944,,,2025-01-14T18:45:05.578537Z,2025-01-14T20:45:14.181855Z,270534,2818,2025-01-14T18:39:58.049585Z,2025-01-14T20:46:04.913147Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-1.csv,hydraulic-system,tls,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,true,true,true,false,17432,,,2025-01-14T18:40:06.482606Z,2025-01-14T20:47:13.911673Z,1313678,3869,2025-01-14T18:40:03.684146Z,2025-01-14T20:46:57.645456Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-15.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-15_0-0_to_OpenvSwitch-21_5-0.pcap,true,true,true,false,22021,,,2025-01-14T18:40:13.869694Z,2025-01-14T20:47:17.767018Z,5208509,22714,2025-01-14T18:40:13.869694Z,2025-01-14T20:47:17.767018Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-cooler-motor-2.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-2_0-0_to_OpenvSwitch-18_2-0.pcap,true,true,true,false,22468,,,2025-01-14T18:40:05.820601Z,2025-01-14T20:47:19.337366Z,2931490,23222,2025-01-14T18:40:05.727328Z,2025-01-14T20:47:19.337366Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-cooler-motor-3.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-3_0-0_to_OpenvSwitch-18_3-0.pcap,true,true,true,false,22478,,,2025-01-14T18:40:06.957577Z,2025-01-14T20:47:20.737128Z,2931914,23217,2025-01-14T18:40:06.957577Z,2025-01-14T20:47:20.737128Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-predictive-maintenance-14.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-14_0-0_to_OpenvSwitch-21_4-0.pcap,true,true,true,false,21997,,,2025-01-14T18:40:14.056890Z,2025-01-14T20:47:17.497440Z,5202643,22691,2025-01-14T18:40:13.922020Z,2025-01-14T20:47:17.497440Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-city-power-1.csv,city-power,telnet,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,true,true,true,false,1516431,,,2025-01-14T18:44:53.420758Z,2025-01-25T19:43:52.101463Z,61208,748,2025-01-14T18:40:20.066220Z,2025-01-14T20:46:16.009779Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
