method,positive_budget,seed,seed_group,selected_attack_row_id,support_source,in_attack_train_pool,overlaps_attack_val,overlaps_attack_eval
original100_fixed_guard_lr,32,50,heldout_support_47_51,4616,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4644,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4737,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4743,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4807,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4858,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5164,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5179,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5207,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5218,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5478,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5523,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5547,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5665,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5807,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,5913,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6009,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6267,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6435,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6570,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6594,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6727,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6807,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,6889,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,2940,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,2959,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3007,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3174,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3186,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3215,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3283,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3548,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3847,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,3910,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4084,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4161,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4582,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4815,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4826,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,4896,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5094,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5103,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5135,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5164,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5186,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5283,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5586,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5599,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5885,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5896,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5902,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,5942,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,6216,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,6682,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,6749,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,51,heldout_support_47_51,7005,stage2_high_purity_attack_train_pool,True,False,False
